,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 1998,39416.795454545456,9628.636363636364,-8653.875,,
March 1999,39416.795454545456,9628.636363636364,-8653.875,,
June 1999,39416.795454545456,9628.636363636364,-8653.875,,
September 1999,39416.795454545456,9628.636363636364,-8653.875,,
December 1999,39416.795454545456,9628.636363636364,-8653.875,,
March 2000,39416.795454545456,9628.636363636364,-8653.875,,
June 2000,39416.795454545456,9628.636363636364,-8653.875,,
September 2000,39416.795454545456,9628.636363636364,-8653.875,,
December 2000,39416.795454545456,9628.636363636364,-419.75,,
March 2001,39416.795454545456,9628.636363636364,-419.75,,
June 2001,39416.795454545456,9628.636363636364,-419.75,,
September 2001,39416.795454545456,9628.636363636364,-419.75,,
December 2001,39416.795454545456,9628.636363636364,-35423.25,,
March 2002,39416.795454545456,9628.636363636364,-35423.25,,
June 2002,39416.795454545456,9628.636363636364,-35423.25,,
September 2002,39416.795454545456,9628.636363636364,-35423.25,,
December 2002,39416.795454545456,9628.636363636364,-178975.75,,
March 2003,39416.795454545456,9628.636363636364,-178975.75,,
June 2003,39416.795454545456,9628.636363636364,-178975.75,,
September 2003,39416.795454545456,9628.636363636364,-178975.75,,
December 2003,39416.795454545456,9628.636363636364,-3240.75,,
March 2004,39416.795454545456,9628.636363636364,-3240.75,,
June 2004,39416.795454545456,9628.636363636364,-3240.75,,
September 2004,39416.795454545456,9628.636363636364,-3240.75,,
December 2004,39416.795454545456,9628.636363636364,35604.25,,
March 2005,39416.795454545456,9628.636363636364,35604.25,,
June 2005,39416.795454545456,9628.636363636364,35604.25,,
September 2005,39416.795454545456,9628.636363636364,35604.25,,
December 2005,39416.795454545456,9628.636363636364,-11800.75,,
March 2006,39416.795454545456,9628.636363636364,-11800.75,,
June 2006,39416.795454545456,9628.636363636364,-11800.75,,
September 2006,39416.795454545456,9628.636363636364,-11800.75,,
December 2006,39416.795454545456,9628.636363636364,-94084.0,,
March 2007,39416.795454545456,9628.636363636364,-94084.0,,
June 2007,39416.795454545456,9628.636363636364,-94084.0,,
September 2007,39416.795454545456,9628.636363636364,-94084.0,,
December 2007,39416.795454545456,9628.636363636364,-15842.75,,
March 2008,39416.795454545456,9628.636363636364,-15842.75,,
June 2008,39416.795454545456,9628.636363636364,-15842.75,,
September 2008,39416.795454545456,9628.636363636364,-15842.75,,
December 2008,39416.795454545456,9628.636363636364,-52678.0,,
March 2009,39416.795454545456,9628.636363636364,-52678.0,,
June 2009,39416.795454545456,9628.636363636364,-52678.0,,
September 2009,39416.795454545456,9628.636363636364,-52678.0,,
December 2009,42104.25,37854.25,-143890.5,,
March 2010,42104.25,37854.25,-143890.5,,
June 2010,42104.25,37854.25,-143890.5,,
September 2010,42104.25,37854.25,-143890.5,,
December 2010,175573.0,172573.0,-203539.0,630656.0,371370.0
March 2011,18040.0,15040.0,-33034.0,,
June 2011,445484.0,442484.0,-460208.0,,
September 2011,318682.0,310682.0,-400897.0,,
December 2011,14462.0,12462.0,-44941.0,501319.0,328461.0
March 2012,14449.0,12449.0,-14889.0,495839.0,322981.0
June 2012,15336.0,13336.0,-46176.0,480964.0,308106.0
September 2012,182628.0,177628.0,-286958.0,475839.0,302981.0
December 2012,16231.0,14231.0,-11971.0,380178.0,293748.0
March 2013,120467.0,118467.0,-135655.0,363228.0,276798.0
June 2013,79127.0,46854.0,-82245.0,353163.0,266733.0
September 2013,,,,363186.0,276756.0
