,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2018,12050000.0,17925000.0,,
March 2019,12050000.0,17925000.0,,
June 2019,12050000.0,17925000.0,,
September 2019,12050000.0,17925000.0,,
December 2019,12950000.0,1400000.0,,
March 2020,12950000.0,-14800000.0,,
June 2020,13500000.0,23400000.0,,
September 2020,16800000.0,18800000.0,,
December 2020,14600000.0,2200000.0,,
March 2021,16300000.0,7400000.0,,
June 2021,17200000.0,18400000.0,,
September 2021,15500000.0,16900000.0,,
December 2021,18700000.0,-13400000.0,,
March 2022,18700000.0,2400000.0,,
June 2022,20600000.0,18400000.0,,
