,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,26879000.0,736750.0,,,,,
September 2010,26056000.0,736750.0,,,,,
December 2010,26401000.0,736750.0,,,,,
March 2011,,736750.0,,,478872000.0,262208000.0,
June 2011,28429000.0,1124250.0,27478000.0,2779000.0,488387000.0,269823000.0,
September 2011,26917000.0,1124250.0,26408000.0,6676000.0,481743000.0,267514000.0,
December 2011,26603000.0,1124250.0,27585000.0,8515000.0,491579000.0,277261000.0,
March 2012,,1124250.0,,8997000.0,515407000.0,296619000.0,34853000.0
June 2012,31042000.0,1293000.0,30543000.0,8436000.0,506801000.0,292999000.0,33856000.0
September 2012,29482000.0,1293000.0,28993000.0,8252000.0,516708000.0,303573000.0,33412000.0
December 2012,29608000.0,1293000.0,29115000.0,9579000.0,515742000.0,301289000.0,33346000.0
March 2013,,1293000.0,,52029000.0,566867000.0,313978000.0,184447000.0
June 2013,30055000.0,1367500.0,,7020000.0,588661000.0,308889000.0,
September 2013,31974000.0,1367500.0,,7122000.0,576251000.0,314145000.0,6491000.0
December 2013,31896000.0,1367500.0,,6664000.0,589570000.0,324220000.0,6490000.0
March 2014,,1367500.0,,9615000.0,598674000.0,326552000.0,218832000.0
June 2014,32559000.0,1310500.0,,6733000.0,588661000.0,321141000.0,7355000.0
September 2014,31022000.0,1310500.0,,10599000.0,579674000.0,316613000.0,8217000.0
December 2014,30794000.0,1310500.0,,7861000.0,593334000.0,304266000.0,12819000.0
March 2015,,1310500.0,,1997000.0,566324000.0,274029000.0,231692000.0
June 2015,32293000.0,1848250.0,,6911000.0,558040000.0,266242000.0,
September 2015,40433000.0,1848250.0,,-448000.0,789082000.0,293639000.0,
December 2015,37383000.0,1848250.0,,7227000.0,770970000.0,276709000.0,
March 2016,,1848250.0,,5889000.0,772851000.0,272729000.0,397635000.0
June 2016,36846000.0,2499000.0,,6401000.0,743440000.0,257344000.0,
September 2016,37110000.0,2482000.0,,6816000.0,739744000.0,256487000.0,
December 2016,39504000.0,2545000.0,,505000.0,725612000.0,251815000.0,
March 2017,,2854000.0,,-4738000.0,1113843000.0,340950000.0,688510000.0
June 2017,49293000.0,2922000.0,,11656000.0,1126350000.0,339261000.0,
September 2017,52118000.0,3723000.0,,12508000.0,1145671000.0,351961000.0,
December 2017,54872000.0,3293000.0,,-10565000.0,1131087000.0,350534000.0,
March 2018,,3679000.0,,8466000.0,1142446000.0,360295000.0,724277000.0
June 2018,66144000.0,3748000.0,,7706000.0,1107551000.0,359413000.0,
September 2018,51075000.0,3118000.0,,15912000.0,1104003000.0,365112000.0,
December 2018,66759000.0,3271000.0,,-782000.0,1062524000.0,347783000.0,
March 2019,,3354000.0,,19741000.0,1061571000.0,362588000.0,643059000.0
June 2019,48569000.0,2792000.0,,18579000.0,1090472000.0,358057000.0,
September 2019,48262000.0,2999000.0,,16599000.0,1071379000.0,361095000.0,
December 2019,46986000.0,2628000.0,,15250000.0,1079859000.0,361739000.0,
March 2020,,2891000.0,,9244000.0,1093272000.0,382746000.0,
June 2020,43008000.0,2769000.0,,,1102589000.0,392934000.0,
September 2020,40205000.0,2896000.0,,,1131934000.0,409315000.0,
December 2020,44868000.0,3038000.0,,,1147386000.0,414099000.0,
March 2021,,3702000.0,,,1150432000.0,441842000.0,
June 2021,63317000.0,3583000.0,,,1580630000.0,382176000.0,
September 2021,57475000.0,3825000.0,,,1585975000.0,407613000.0,
December 2021,59741000.0,3875000.0,,,1671473000.0,441126000.0,
March 2022,,4068000.0,,,1685707000.0,466589000.0,
June 2022,59702000.0,5130000.0,,,1634729000.0,442639000.0,
