,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,1244848.0,429139.0,815709.0,1134281.5,,
March 2010,1244848.0,429139.0,815709.0,1134281.5,,
June 2010,1476716.0,780848.0,695868.0,2423285.0,,
September 2010,1449195.0,968793.0,480402.0,3176446.0,14825942.0,14400505.0
December 2010,1571785.0,896266.0,675519.0,498711.0,,
March 2011,1684472.0,960835.0,723637.0,514978.0,,
June 2011,1646310.0,879260.0,767050.0,1000320.0,14973969.0,14488033.0
September 2011,1440406.0,793851.0,646555.0,255372.0,14842502.0,14366081.0
December 2011,2059374.0,1071021.0,988353.0,929230.0,15325180.0,14846884.0
March 2012,1626438.0,877833.0,748605.0,-366457.0,14745508.0,14250136.0
June 2012,2138505.0,1350170.0,788335.0,-914859.0,13639495.0,13176225.0
September 2012,1906430.0,1121679.0,784751.0,-488799.0,12839796.0,12387198.0
December 2012,1633308.0,855411.0,777897.0,-310190.0,12426599.0,12011579.0
March 2013,1482043.0,789398.0,692645.0,-327967.0,12037615.0,11636991.0
June 2013,1325561.0,586164.0,739397.0,-521779.0,11577030.0,11181534.0
September 2013,1245026.0,498500.0,746526.0,445807.0,12351085.0,10419561.0
December 2013,1469003.0,761885.0,707118.0,184150.0,12289525.0,10401789.0
March 2014,1607840.0,765852.0,841988.0,-1466529.0,11089741.0,9281160.0
June 2014,1360598.0,584893.0,775705.0,-983445.0,10726339.0,9023061.0
September 2014,1272223.0,616646.0,655577.0,-299050.0,9809398.0,8272395.0
December 2014,1345591.0,589565.0,756026.0,-727581.0,9354359.0,7704610.0
March 2015,1518377.0,752979.0,765398.0,209985.0,9377372.0,7891558.0
June 2015,1321563.0,562943.0,758620.0,-134020.0,9208853.0,7779765.0
September 2015,1054287.0,394184.0,660103.0,-1170285.0,8015763.0,6722075.0
December 2015,988031.0,303580.0,684451.0,-417794.0,7493189.0,6527198.0
March 2016,926871.0,202228.0,724643.0,-262747.0,7273927.0,6423238.0
June 2016,932549.0,214988.0,717561.0,-931408.0,6235315.0,5637610.0
September 2016,651158.0,107191.0,543967.0,-860339.0,5471213.0,4948616.0
December 2016,1140019.0,494276.0,645743.0,-694588.0,4748516.0,4424853.0
March 2017,1021403.0,476507.0,544896.0,127650.0,4759131.0,4673235.0
June 2017,885760.0,407106.0,478654.0,-344490.0,4377652.0,4308289.0
September 2017,681560.0,206321.0,475239.0,-1001699.0,3934824.0,3881070.0
December 2017,625483.0,165509.0,459974.0,-332030.0,3767646.0,3726686.0
March 2018,666064.0,135083.0,530981.0,-313280.0,3536926.0,3473575.0
June 2018,646331.0,124234.0,522097.0,-449755.0,3844224.0,3785192.0
September 2018,523960.0,95837.0,428123.0,-384534.0,4102105.0,4052902.0
December 2018,652029.0,107368.0,544661.0,-247591.0,3459225.0,3418850.0
March 2019,631595.0,36325.0,595270.0,172608.0,3262882.0,3229454.0
June 2019,774820.0,43092.0,731728.0,-325965.0,2058222.0,2014296.0
September 2019,681474.0,145919.0,535555.0,1032374.0,2917261.0,2879780.0
December 2019,789544.0,205394.0,584150.0,-480474.0,2847483.0,2146575.0
March 2020,670212.0,156991.0,513221.0,-361266.0,2633870.0,1974698.0
June 2020,837525.0,332167.0,505358.0,-482478.0,2912379.0,2295287.0
September 2020,998427.0,374089.0,624338.0,2234868.0,3281294.0,2703798.0
December 2020,937648.0,392427.0,545221.0,-342111.0,2445211.0,1909005.0
March 2021,590801.0,194333.0,396468.0,-328680.0,2523580.0,2032198.0
June 2021,586269.0,108424.0,477845.0,-489929.0,2310515.0,1859362.0
September 2021,459396.0,36836.0,422560.0,72334.0,2316610.0,1905690.0
December 2021,663459.0,101099.0,562360.0,-613361.0,1830751.0,1460113.0
March 2022,568438.0,83789.0,484649.0,-522283.0,2009627.0,1679638.0
June 2022,769366.0,318643.0,450723.0,-842351.0,1636215.0,1346833.0
