,OperatingExpenses,NetIncomeLoss,Assets
March 2009,310231.25,,
June 2009,310231.25,,
September 2009,310231.25,,
December 2009,310231.25,,
March 2010,648576.0,,
June 2010,833829.0,,
September 2010,1013647.0,,
December 2010,1099125.0,,598208525.0
March 2011,1182208.0,3408156.0,
June 2011,1187480.0,3408156.0,595643816.0
September 2011,1128336.0,3408156.0,538126841.0
December 2011,1074756.0,3408156.0,520163651.0
March 2012,1189421.0,19683081.0,759233161.0
June 2012,1248125.0,-118184886.0,591956117.0
September 2012,1152131.0,35586684.0,685101134.0
December 2012,1426650.0,186330.0,785359032.0
March 2013,1231886.0,27302468.0,568770638.0
June 2013,871161.0,-23643112.0,368845379.0
September 2013,687115.0,21110227.0,359673960.0
December 2013,625358.0,2345690.0,312360942.0
March 2014,567162.0,10660936.0,311839484.0
June 2014,594649.0,21646744.0,315702684.0
September 2014,469588.0,-30693117.0,245412894.0
December 2014,511060.0,-138414090.0,290416811.0
March 2015,922913.0,-38634323.0,888690925.0
June 2015,1224421.0,53228850.0,595440444.0
September 2015,963241.0,-136935595.0,494393179.0
December 2015,927345.0,-103436107.0,410352640.0
March 2016,864153.0,-54568433.0,450295711.0
June 2016,881028.0,74728375.0,481514805.0
September 2016,829222.0,-10760370.0,450458624.0
December 2016,847675.0,38393606.0,453548425.0
March 2017,870822.0,-40814231.0,409789439.0
June 2017,793548.0,-31706851.0,400997127.0
September 2017,753105.0,36548662.0,460567514.0
December 2017,710272.0,52841926.0,333046864.0
March 2018,745485.0,34563695.0,344197051.0
June 2018,982760.0,57134326.0,392894604.0
September 2018,856329.0,26207503.0,403905039.0
December 2018,677548.0,-156208123.0,261940169.0
March 2019,622283.0,67350207.0,305069508.0
June 2019,559338.0,-9715032.0,290353833.0
September 2019,530962.0,-19036486.0,258073448.0
December 2019,502020.0,36794735.0,248175511.0
March 2020,499518.0,-126122125.0,294539384.0
June 2020,835474.0,82955303.0,488006885.0
September 2020,876459.0,18600144.0,430755521.0
December 2020,804974.0,67792838.0,434104766.0
March 2021,976157.0,106353641.0,494442152.0
June 2021,951310.0,103461486.0,517204946.0
September 2021,896334.0,27413413.0,458107269.0
December 2021,913074.0,-8483740.0,444962709.0
March 2022,924687.0,118435718.0,527001888.0
June 2022,999144.0,28134551.0,527927457.0
