,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,32638750.0,650000.0,6542750.0,,,
June 2009,32638750.0,650000.0,6542750.0,,,
September 2009,32638750.0,650000.0,6542750.0,,,
December 2009,32638750.0,650000.0,6542750.0,866583000.0,,
March 2010,36174000.0,675000.0,8461000.0,,,
June 2010,36452000.0,675000.0,15777000.0,,,
September 2010,36164000.0,675000.0,18810000.0,,,
December 2010,35455000.0,675000.0,17414000.0,933310000.0,466586000.0,299631000.0
March 2011,35685000.0,550000.0,3006000.0,909238000.0,457186000.0,289727000.0
June 2011,37674000.0,550000.0,7629000.0,987108000.0,472875000.0,344248000.0
September 2011,37242000.0,550000.0,1160000.0,1122557000.0,512224000.0,441176000.0
December 2011,41163000.0,550000.0,14752000.0,1124964000.0,517985000.0,438034000.0
March 2012,41210000.0,450000.0,7150000.0,1145594000.0,536220000.0,438634000.0
June 2012,42153000.0,450000.0,11498000.0,1171142000.0,525750000.0,471320000.0
September 2012,42351000.0,450000.0,19544000.0,1191829000.0,539775000.0,469235000.0
December 2012,45168000.0,450000.0,17026000.0,1217894000.0,560661000.0,467246000.0
March 2013,41778000.0,650000.0,2711000.0,1175448000.0,524914000.0,467041000.0
June 2013,40837000.0,650000.0,13419000.0,1184299000.0,549501000.0,453253000.0
September 2013,47956000.0,650000.0,13938000.0,1364833000.0,597483000.0,578814000.0
December 2013,47912000.0,650000.0,14725000.0,1377418000.0,603858000.0,588336000.0
March 2014,51929000.0,650000.0,4428000.0,1340851000.0,596423000.0,562320000.0
June 2014,50760000.0,650000.0,12386000.0,1378832000.0,622035000.0,573867000.0
September 2014,66977000.0,650000.0,-16231000.0,1355190000.0,630013000.0,553113000.0
December 2014,64439000.0,650000.0,-36021000.0,1291133000.0,638122000.0,489338000.0
March 2015,49084000.0,700000.0,1372000.0,1254483000.0,604854000.0,488090000.0
June 2015,57326000.0,700000.0,8684000.0,1280838000.0,630330000.0,487916000.0
September 2015,51554000.0,700000.0,15223000.0,1296785000.0,653977000.0,482605000.0
December 2015,51513000.0,700000.0,-33433000.0,1258307000.0,678196000.0,430984000.0
March 2016,50725000.0,1175000.0,-3792000.0,1228382000.0,569083000.0,508213000.0
June 2016,50806000.0,1175000.0,3193000.0,1234928000.0,571723000.0,509464000.0
September 2016,45277000.0,1175000.0,12067000.0,1230134000.0,562140000.0,509718000.0
December 2016,51089000.0,1175000.0,18129000.0,1193582000.0,532237000.0,504598000.0
March 2017,52746000.0,1050000.0,5871000.0,1175402000.0,511906000.0,506806000.0
June 2017,58109000.0,1050000.0,12014000.0,1191937000.0,527511000.0,505460000.0
September 2017,54872000.0,1050000.0,-73236000.0,1140543000.0,614733000.0,415020000.0
December 2017,60446000.0,1050000.0,-12384000.0,1107099000.0,587064000.0,410995000.0
March 2018,56142000.0,1400000.0,-2069000.0,1064545000.0,547757000.0,408743000.0
June 2018,54222000.0,1400000.0,7921000.0,1070230000.0,556324000.0,407644000.0
September 2018,51386000.0,1400000.0,-447000.0,1015038000.0,493037000.0,414209000.0
December 2018,58073000.0,1400000.0,-2776000.0,992417000.0,481867000.0,403491000.0
March 2019,47870000.0,1600000.0,-4001000.0,1036110000.0,456280000.0,469778000.0
June 2019,51254000.0,1600000.0,-8366000.0,1015468000.0,453112000.0,
