,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,,,
June 2010,,2417385000.0,201656000.0,62052000.0
September 2010,,2518997000.0,198516000.0,46249000.0
December 2010,,2744321000.0,274645000.0,35624000.0
March 2011,,3053524000.0,403490000.0,59378000.0
June 2011,,3219893000.0,346123000.0,62280000.0
September 2011,,3456280000.0,304704000.0,109041000.0
December 2011,,3798980000.0,463204000.0,239140000.0
March 2012,,3845098000.0,343744000.0,223350000.0
June 2012,,3999571000.0,334237000.0,238385000.0
September 2012,,4123952000.0,325938000.0,196216000.0
December 2012,,4199529000.0,340564000.0,181768000.0
March 2013,,4292324000.0,320190000.0,191024000.0
June 2013,,4590668000.0,395636000.0,205943000.0
September 2013,,4736845000.0,345870000.0,209637000.0
December 2013,,4705165000.0,647501000.0,197872000.0
March 2014,,4689011000.0,577342000.0,106973000.0
June 2014,,5004035000.0,506915000.0,62919000.0
September 2014,,5660746000.0,371605000.0,73700000.0
December 2014,,6516700000.0,745043000.0,267754000.0
March 2015,-111927500.0,6600686000.0,669643000.0,287950000.0
June 2015,-111927500.0,6213618000.0,525708000.0,202865000.0
September 2015,-111927500.0,6213861000.0,537677000.0,225145000.0
December 2015,-111927500.0,5621643000.0,518989000.0,152374000.0
March 2016,-189436000.0,5207056000.0,405638000.0,197639000.0
June 2016,-189436000.0,5044475000.0,304474000.0,138669000.0
September 2016,-189436000.0,5785433000.0,1246609000.0,174130000.0
December 2016,-189436000.0,6393511000.0,224642000.0,87515000.0
March 2017,74434000.0,6399708000.0,849546000.0,100042000.0
June 2017,-119907000.0,6212605000.0,769317000.0,96877000.0
September 2017,-89112000.0,6178926000.0,668912000.0,92931000.0
December 2017,-26258000.0,6176776000.0,549115000.0,72869000.0
March 2018,317401000.0,6659988000.0,923192000.0,67247000.0
June 2018,17197000.0,6736485000.0,955210000.0,62825000.0
September 2018,-135923000.0,6273721000.0,453142000.0,44392000.0
December 2018,309732000.0,6352862000.0,429263000.0,92434000.0
March 2019,-177568000.0,6286618000.0,221334000.0,110894000.0
June 2019,50388000.0,6391939000.0,288734000.0,117876000.0
September 2019,42234000.0,6453083000.0,311114000.0,112826000.0
December 2019,-102055000.0,6292232000.0,252634000.0,85950000.0
March 2020,-411895000.0,5615025000.0,625160000.0,101527000.0
June 2020,-89252000.0,5267628000.0,355469000.0,86334000.0
September 2020,-98292000.0,5122285000.0,274890000.0,
December 2020,-165175000.0,4976431000.0,203669000.0,
March 2021,-251269000.0,5015645000.0,230282000.0,
June 2021,-222995000.0,5052998000.0,269410000.0,
September 2021,85593000.0,5061960000.0,336270000.0,
December 2021,424900000.0,5233977000.0,613187000.0,
March 2022,48764000.0,5395781000.0,758835000.0,
June 2022,323485000.0,5339124000.0,633133000.0,
