,NetIncomeLoss,Assets
March 2010,374000.0,
June 2010,295000.0,
September 2010,295000.0,
December 2010,-356000.0,343073000.0
March 2011,268000.0,
June 2011,246000.0,345911000.0
September 2011,290000.0,342328000.0
December 2011,55000.0,335274000.0
March 2012,456000.0,343100000.0
June 2012,649000.0,338754000.0
September 2012,649000.0,321625000.0
December 2012,556000.0,318760000.0
March 2013,794000.0,313562000.0
June 2013,576000.0,314370000.0
September 2013,463000.0,322513000.0
December 2013,402000.0,319027000.0
March 2014,534000.0,323283000.0
June 2014,-276000.0,330955000.0
