,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,36775500.0,3184000.0,
June 2011,36775500.0,3040000.0,
September 2011,36775500.0,3554000.0,1367623000.0
December 2011,36775500.0,3225000.0,1358859000.0
March 2012,36472000.0,3922000.0,1364411000.0
June 2012,33331000.0,3531000.0,1372004000.0
September 2012,39791000.0,3918000.0,1239508000.0
December 2012,40405000.0,8290000.0,1262308000.0
March 2013,42880000.0,4701000.0,1282870000.0
June 2013,44862000.0,3691000.0,1293389000.0
September 2013,45597000.0,3639000.0,1276749000.0
December 2013,46214000.0,1748000.0,1269035000.0
March 2014,48135000.0,3701000.0,1288018000.0
June 2014,44947000.0,3848000.0,1238865000.0
September 2014,44916000.0,4710000.0,1168403000.0
December 2014,43389000.0,4034000.0,1187717000.0
March 2015,45484000.0,5219000.0,1205732000.0
June 2015,43702000.0,5032000.0,1203203000.0
September 2015,41984000.0,14760000.0,1191322000.0
December 2015,46471000.0,4933000.0,1197963000.0
March 2016,35227000.0,106010000.0,1381826000.0
June 2016,29897000.0,4436000.0,1297880000.0
September 2016,32823000.0,4323000.0,1250805000.0
December 2016,34227000.0,8529000.0,1134464000.0
March 2017,32082000.0,4936000.0,1065266000.0
June 2017,40985000.0,14331000.0,1047570000.0
September 2017,42337000.0,5229000.0,1039230000.0
December 2017,41700000.0,17546000.0,1040623000.0
March 2018,43343000.0,6961000.0,1040241000.0
June 2018,41693000.0,6757000.0,1029891000.0
September 2018,41021000.0,9935000.0,1035946000.0
December 2018,42971000.0,4829000.0,1037516000.0
March 2019,40529000.0,8727000.0,1062347000.0
June 2019,42206000.0,6847000.0,1070925000.0
September 2019,44348000.0,6142000.0,1063638000.0
December 2019,47896000.0,-9320000.0,1054303000.0
March 2020,44574000.0,4278000.0,1079835000.0
June 2020,37974000.0,421000.0,1081293000.0
September 2020,16431000.0,8688000.0,1079587000.0
December 2020,106818000.0,5494000.0,1083156000.0
March 2021,50420000.0,5621000.0,1124972000.0
June 2021,32842000.0,76471000.0,1217176000.0
September 2021,21592000.0,17359000.0,1205620000.0
