,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,203636000.0,29047750.0,,
June 2017,203636000.0,29047750.0,,
September 2017,203636000.0,29047750.0,,
December 2017,203636000.0,29047750.0,,
March 2018,194834000.0,79696000.0,2325965000.0,1779454000.0
June 2018,191337000.0,60458000.0,2520680000.0,1986635000.0
September 2018,184909000.0,71018000.0,2343310000.0,1815393000.0
December 2018,210441000.0,51902000.0,2458465000.0,1941198000.0
March 2019,222124000.0,15413000.0,2385410000.0,1781017000.0
June 2019,182049000.0,37986000.0,1588202000.0,948301000.0
September 2019,192293000.0,14502000.0,1585765000.0,961974000.0
December 2019,206982000.0,28753000.0,1517156000.0,877603000.0
March 2020,190928000.0,-2712000.0,1901795000.0,1259793000.0
June 2020,156161000.0,-33262000.0,1572768000.0,919877000.0
September 2020,174846000.0,60785000.0,1668724000.0,1021283000.0
December 2020,217920000.0,43112000.0,1545816000.0,901680000.0
March 2021,207404000.0,64463000.0,1519675000.0,874727000.0
June 2021,190947000.0,23637000.0,1517845000.0,876301000.0
September 2021,203583000.0,63413000.0,1613182000.0,988348000.0
December 2021,222813000.0,43910000.0,1533024000.0,910658000.0
March 2022,196400000.0,80810000.0,1589054000.0,985053000.0
June 2022,178219000.0,61995000.0,1543148000.0,957524000.0
