,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2010,2280314.0,-51405.5,,,
March 2011,,-51405.5,,,
June 2011,,336416.0,,,
September 2011,,,,,
December 2011,490106.0,923139.0,,,
March 2012,3040111.0,-1658714.0,,,
June 2012,2564576.0,-1697904.0,,,
September 2012,2899486.0,-1543870.0,27730071.0,3912534.0,23180314.0
December 2012,2625972.0,-2804859.0,27252361.0,3116570.0,
March 2013,2612603.0,-1794683.0,26742338.0,2982649.0,
June 2013,2013560.0,-1422948.0,27585871.0,2107268.0,
September 2013,3100657.0,-3699224.0,69024516.0,1412585.0,
December 2013,3998380.0,-2063950.0,77235300.0,3258154.0,
March 2014,3626628.0,-17739595.0,80255219.0,2918441.0,
June 2014,4204643.0,14110496.0,82064726.0,2060009.0,
September 2014,3901151.0,-886468.0,81111033.0,1398267.0,
