,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,5958750.0,4723250.0,-1275000.0,,
June 2010,5958750.0,4723250.0,-1275000.0,,
September 2010,5958750.0,4723250.0,-1275000.0,,
December 2010,5958750.0,4723250.0,-1275000.0,,
March 2011,5753000.0,4686500.0,-1458500.0,,
June 2011,5753000.0,4686500.0,-1458500.0,,
September 2011,6767000.0,5697000.0,-977000.0,,
December 2011,4249000.0,3442000.0,1662000.0,19347000.0,18604000.0
March 2012,4165000.0,3220000.0,-1131000.0,,
June 2012,5105000.0,4230000.0,-2080000.0,,
September 2012,8360000.0,6788000.0,-8602000.0,28278000.0,25697000.0
December 2012,11950000.0,10281000.0,-11696000.0,24539000.0,21256000.0
March 2013,8339000.0,6320000.0,-8574000.0,79219000.0,78780000.0
June 2013,11586000.0,9646000.0,-11809000.0,66192000.0,65651000.0
September 2013,11096000.0,8995000.0,-11329000.0,57937000.0,57009000.0
December 2013,9932000.0,7679000.0,-10236000.0,78704000.0,77722000.0
March 2014,10160000.0,7690000.0,-10408000.0,66579000.0,63670000.0
June 2014,9534000.0,6721000.0,-9814000.0,61337000.0,59937000.0
September 2014,7709000.0,5085000.0,-8063000.0,51107000.0,50436000.0
December 2014,9315000.0,7077000.0,-9713000.0,42977000.0,42245000.0
March 2015,9342000.0,5905000.0,-9622000.0,31950000.0,31171000.0
June 2015,5631000.0,3332000.0,-6040000.0,24748000.0,23992000.0
September 2015,6204000.0,3845000.0,-6600000.0,16741000.0,16052000.0
December 2015,13175000.0,3639000.0,-13116000.0,11146000.0,10394000.0
March 2016,2909000.0,1704000.0,-5426000.0,8493000.0,8273000.0
June 2016,6871000.0,4360000.0,-12012000.0,13458000.0,13254000.0
September 2016,4194000.0,1741000.0,-4523000.0,4933000.0,4711000.0
December 2016,4851000.0,2644000.0,-5058000.0,4718000.0,4549000.0
March 2017,5118000.0,2669000.0,-5548000.0,6030000.0,5747000.0
June 2017,5397000.0,3852000.0,-6154000.0,1921000.0,1651000.0
September 2017,5800000.0,3807000.0,-7185000.0,2567000.0,2308000.0
December 2017,2716000.0,837000.0,-3100000.0,1670000.0,1550000.0
March 2018,4653000.0,696000.0,-5087000.0,2509000.0,2398000.0
June 2018,2609000.0,577000.0,-2668000.0,1003000.0,932000.0
September 2018,2339000.0,535000.0,-2176000.0,2613000.0,2542000.0
December 2018,1730000.0,411000.0,-2073000.0,1370000.0,1299000.0
March 2019,2238000.0,359000.0,-2541000.0,730000.0,659000.0
June 2019,2980000.0,1234000.0,-3338000.0,1587000.0,1516000.0
September 2019,2046000.0,549000.0,-2389000.0,594000.0,523000.0
December 2019,1680000.0,474000.0,-2026000.0,523000.0,452000.0
March 2020,2057000.0,659000.0,-2467000.0,432000.0,361000.0
June 2020,23099000.0,21143000.0,-24022000.0,42569000.0,42499000.0
September 2020,30747000.0,22416000.0,-30751000.0,92139000.0,92049000.0
December 2020,32607000.0,28495000.0,-32295000.0,68302000.0,68212000.0
March 2021,64882000.0,59934000.0,-65567000.0,98848000.0,98758000.0
June 2021,71088000.0,63012000.0,-70803000.0,121730000.0,121640000.0
September 2021,67015000.0,60811000.0,-66739000.0,77937000.0,77847000.0
December 2021,33382000.0,29358000.0,-33540000.0,71061000.0,70971000.0
March 2022,21565000.0,17220000.0,-21278000.0,71325000.0,71235000.0
June 2022,30387000.0,26438000.0,-30149000.0,49449000.0,49359000.0
