,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,1764046.0,410707.0,,
June 2009,1764046.0,410707.0,,
September 2009,1764046.0,410707.0,,
December 2009,1764046.0,410707.0,,
March 2010,1567761.0,671695.0,,
June 2010,1583418.0,143134.0,,
September 2010,1560605.0,330780.0,,
December 2010,1477292.0,904996.0,120436603.0,7442732.0
March 2011,1627855.0,676169.0,,
June 2011,1581568.0,303016.0,118233213.0,6748733.0
September 2011,1711415.0,706328.0,117867901.0,6729953.0
December 2011,1480062.0,342010.0,117690508.0,7128468.0
March 2012,1632972.0,665318.0,116024765.0,6017429.0
June 2012,1600658.0,441643.0,117773785.0,7840566.0
September 2012,1339482.0,543125.0,116581209.0,6888661.0
December 2012,1696506.0,1524828.0,128608239.0,8630124.0
March 2013,1799326.0,727189.0,125839700.0,6995433.0
June 2013,1673597.0,644493.0,125613388.0,7387955.0
September 2013,1583172.0,901451.0,125893156.0,8647201.0
December 2013,1780883.0,580982.0,122880260.0,6497188.0
March 2014,1833508.0,937860.0,122423018.0,6643400.0
June 2014,1768840.0,574266.0,122261618.0,6541410.0
September 2014,1762107.0,570261.0,124686694.0,7274936.0
December 2014,1732516.0,662357.0,124073657.0,6963359.0
March 2015,1940565.0,833220.0,121652622.0,5418337.0
June 2015,1807693.0,533774.0,121862933.0,6720275.0
September 2015,1702508.0,666606.0,121613333.0,7539845.0
December 2015,1706610.0,632555.0,119636328.0,6840106.0
March 2016,1803735.0,757033.0,116712599.0,5307136.0
June 2016,1673448.0,709874.0,116905117.0,6326583.0
September 2016,1778564.0,753811.0,115767328.0,6323829.0
December 2016,1798048.0,633769.0,114331358.0,5461292.0
March 2017,1904628.0,1301123.0,112157396.0,4815824.0
June 2017,1781189.0,1326205.0,111141355.0,5238636.0
September 2017,1660991.0,1416009.0,112527316.0,7470534.0
December 2017,1838532.0,5910899.0,112299603.0,6713280.0
March 2018,1965016.0,1650073.0,112850409.0,7842892.0
June 2018,2196830.0,1179957.0,111346166.0,7262186.0
September 2018,3066792.0,3425263.0,156331867.0,9835939.0
December 2018,2628669.0,1508626.0,160231339.0,9219820.0
March 2019,2719731.0,2292300.0,162376384.0,12183536.0
June 2019,2399875.0,2557920.0,163260007.0,13990456.0
September 2019,2690342.0,1877235.0,164114276.0,12292722.0
December 2019,3115018.0,1602524.0,162245408.0,9003774.0
March 2020,2670868.0,2620808.0,163776389.0,12160657.0
June 2020,2557721.0,2344077.0,165124198.0,13769623.0
September 2020,2308662.0,2460354.0,166880890.0,14437068.0
December 2020,2317092.0,2410573.0,168576819.0,15084798.0
March 2021,2663890.0,5180711.0,170172129.0,17953079.0
June 2021,2554766.0,2442913.0,169902094.0,16654335.0
September 2021,2509874.0,2245296.0,170297343.0,14731990.0
December 2021,2648656.0,2383001.0,174744203.0,13381970.0
March 2022,2661463.0,2401606.0,174592091.0,13307648.0
June 2022,2645472.0,1700401.0,181386051.0,16174829.0
