,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,16610175.5,,-30238704.25,
June 2009,16610175.5,,-30238704.25,
September 2009,16610175.5,,-30238704.25,
December 2009,16610175.5,,-30238704.25,
March 2010,15125438.0,,-10467453.0,
June 2010,15125438.0,,-10467453.0,
September 2010,14558676.0,,47283874.0,
December 2010,15047521.0,,46794192.0,911161872.0
March 2011,15221408.0,,-21131368.0,
June 2011,15065854.0,,-33631844.0,
September 2011,14335180.0,,-5731276.0,861775749.0
December 2011,13108009.0,,-29405416.0,782343935.0
March 2012,12008990.0,,-55738975.0,692687063.0
June 2012,10716307.0,,-3065049.0,617155541.0
September 2012,9603855.0,,-3719917.0,553067872.0
December 2012,8370444.0,,-1282232.0,499260401.0
March 2013,7832427.0,6612761.0,7296429.0,468253894.0
June 2013,7065270.0,6612761.0,-42857696.0,397697393.0
September 2013,5994410.0,6612761.0,-7561204.0,349203310.0
December 2013,5408251.0,6612761.0,3218917.0,306334381.0
March 2014,4656137.0,4377465.0,1947427.0,271470575.0
June 2014,4397532.0,4377465.0,19349489.0,264323491.0
September 2014,4186441.0,4377465.0,4173791.0,251682170.0
December 2014,3814763.0,4377465.0,6310007.0,246891692.0
March 2015,3892004.0,4114566.0,13184460.0,249475621.0
June 2015,3602485.0,3812641.0,-19954212.0,221571097.0
September 2015,3510002.0,3702786.0,10413447.0,223387778.0
December 2015,3319919.0,3512237.0,2065789.0,214222832.0
March 2016,3514710.0,3708376.0,17820985.0,224790152.0
June 2016,3431214.0,3624664.0,11741522.0,231851962.0
September 2016,3657635.0,3858424.0,306050.0,240607686.0
December 2016,3501389.0,3691146.0,-8935981.0,230758101.0
March 2017,3499090.0,3690910.0,6819191.0,233306091.0
June 2017,3406150.0,3601481.0,-10996760.0,230258012.0
September 2017,3303786.0,3481827.0,5411071.0,223637590.0
December 2017,3530419.0,3710445.0,5006630.0,223750484.0
March 2018,2968723.0,3145912.0,-13765236.0,200589348.0
June 2018,2805035.0,2969356.0,1746828.0,193374837.0
September 2018,2692860.0,2838160.0,3235487.0,188614466.0
December 2018,2487755.0,2628868.0,4447262.0,177756293.0
March 2019,2455781.0,2590837.0,1294773.0,176251113.0
June 2019,2359654.0,2496693.0,-572078.0,165956257.0
September 2019,2348574.0,2490624.0,71259.0,160917022.0
December 2019,2204223.0,2350114.0,5580041.0,165391932.0
March 2020,2026090.0,2173029.0,-27234208.0,134042629.0
June 2020,1687589.0,1805508.0,1831413.0,125215986.0
September 2020,1606714.0,1745371.0,3247120.0,122139153.0
December 2020,1477902.0,1642121.0,1728977.0,116573115.0
March 2021,1490354.0,1659251.0,2425936.0,115073989.0
June 2021,1508537.0,1670741.0,7551585.0,118991786.0
September 2021,1462069.0,1610482.0,-8059129.0,108775468.0
December 2021,1378674.0,1516104.0,2744167.0,104331294.0
March 2022,1342780.0,1479251.0,5403390.0,109126859.0
June 2022,1404186.0,1552857.0,7687146.0,114209300.0
