,NetIncomeLoss,Assets,AssetsCurrent
March 2008,54947750.0,,
June 2008,54947750.0,,
September 2008,54947750.0,,
December 2008,54947750.0,,
March 2009,75472000.0,,
June 2009,95136000.0,,
September 2009,64757000.0,,
December 2009,33735000.0,6904416000.0,2880820000.0
March 2010,95600000.0,,
June 2010,61900000.0,7038024000.0,3000193000.0
September 2010,70389000.0,7427088000.0,3072705000.0
December 2010,60000000.0,7351400000.0,3009000000.0
March 2011,62100000.0,7323000000.0,2948600000.0
June 2011,66800000.0,7605800000.0,2904000000.0
September 2011,-623100000.0,6936100000.0,3059900000.0
December 2011,28400000.0,6862600000.0,2903900000.0
March 2012,79700000.0,7807400000.0,4009900000.0
June 2012,53600000.0,8697500000.0,3671700000.0
September 2012,106700000.0,8821200000.0,3532800000.0
December 2012,70600000.0,9261000000.0,3517200000.0
March 2013,71900000.0,8624000000.0,3350500000.0
June 2013,67300000.0,8503000000.0,3301700000.0
September 2013,88800000.0,9090300000.0,3503000000.0
December 2013,19200000.0,8718000000.0,3391000000.0
March 2014,27000000.0,8729000000.0,3452000000.0
