,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2006,10363.76923076923,-4268.0,,,
March 2007,10363.76923076923,-6061.0,,,
June 2007,10363.76923076923,-6061.0,,,
September 2007,10363.76923076923,-6061.0,,,
December 2007,10363.76923076923,-6061.0,,,
March 2008,10363.76923076923,-12645.0,,,
June 2008,10363.76923076923,-12645.0,,,
September 2008,10363.76923076923,-12645.0,,,
December 2008,10363.76923076923,-12645.0,,,
March 2009,10363.76923076923,-14844.25,,,
June 2009,10363.76923076923,-14844.25,,,
September 2009,10363.76923076923,-14844.25,,,
December 2009,10363.76923076923,-14844.25,,,
March 2010,14167.5,-19976000.0,,,
June 2010,14167.5,-14087000.0,,,
September 2010,14167.5,16999840.5,,,
December 2010,14167.5,16999840.5,,0.0,
March 2011,14540.5,-20385.0,,,
June 2011,14540.5,-15182000.0,,0.0,
September 2011,14540.5,-15093.0,,,
December 2011,14540.5,15149151.0,,,
March 2012,16820.0,-19823.0,,,
June 2012,11377.0,-14577.0,,,
September 2012,15535.0,-18942.0,,,
December 2012,12942.0,-16587.0,,,
March 2013,17723.0,-21476.0,,,
June 2013,13654.0,-17629.0,,,
September 2013,13832.0,-18110.0,,,
December 2013,13752.0,-18242.0,0.0,,
March 2014,16736.0,-21329.0,,,
June 2014,14217.666666666666,-19427.0,0.0,,
September 2014,14217.666666666666,-19054.0,0.0,,
December 2014,14217.666666666666,-19775.0,0.0,,
March 2015,16913.0,-22504.0,0.0,,
June 2015,14135.333333333334,-19708.0,0.0,,
September 2015,14135.333333333334,-20006.0,0.0,,
December 2015,14135.333333333334,-20959.0,0.0,,
March 2016,15120.5,-23596.0,0.0,,
June 2016,15120.5,-21507.0,0.0,,
September 2016,15120.5,-20850.0,0.0,,
December 2016,15120.5,-22085.0,0.0,,
March 2017,0.0,-24410.0,0.0,,
June 2017,3297215.0,-3297215.0,3199535.0,2985788.0,213747.0
September 2017,659443.0,-659443.0,2834688.0,2281205.0,553483.0
December 2017,22126302.0,-22101892.0,7530595.0,6778668.0,751927.0
March 2018,8510083.0,-8508190.0,7868649.0,3903003.0,3751800.0
June 2018,1656561.0,-1330951.0,9626698.0,4618217.0,2897201.0
September 2018,2198056.0,-1655745.0,9518355.0,4041386.0,3295751.0
December 2018,5691679.0,-4744390.0,8600645.0,2249510.0,3797533.0
March 2019,4723783.0,-3087201.0,27438832.0,2562015.0,22235265.0
June 2019,2265405.0,-2195605.0,21651507.0,1893847.0,17234230.0
September 2019,18962223.0,-24013590.0,15098346.0,1997478.0,10629362.0
December 2019,4357053.0,-6960607.0,8046604.0,1438999.0,4285568.0
March 2020,1185313.0,248228.0,8084312.0,1690025.0,
June 2020,1095212.0,303925.0,7196146.0,1051407.0,
September 2020,3771559.0,-2238780.0,5585492.0,1150267.0,
