,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2015,154.0,-154.0,,
December 2015,155.0,-155.0,,
March 2016,154.0,-154.0,,
June 2016,8053.0,-8053.0,1231.0,100.0
September 2016,5041.0,-4382.0,,
December 2016,5643.0,-5643.0,3067.0,2245.0
March 2017,11186.0,-11186.0,36960.0,36292.0
June 2017,26203.0,-26203.0,21358.0,20844.0
September 2017,12063.0,-11863.0,,10403.0
December 2017,57624.0,-18496.0,33623.0,10190.0
March 2018,57624.0,-18184.0,793493.0,121926.0
June 2018,93544.0,-27749.0,525545.0,140023.0
September 2018,34213.0,22607.0,527051.0,151380.0
December 2018,98075.0,65062.0,587573.0,222004.0
March 2019,88580.0,1497.0,601320.0,245854.0
June 2019,-72560.0,13577.0,625421.0,223016.0
September 2019,30246.0,7481.0,726348.0,216215.0
December 2019,57817.0,-44371.0,733506.0,203731.0
March 2020,6300.0,-135532.0,897479.0,317538.0
June 2020,137355.0,135532.0,848238.0,261254.0
September 2020,31403.0,7660.0,864266.0,273249.0
December 2020,7900.0,-14795.0,843369.0,272429.0
March 2021,10964.0,-2938847.0,135211.0,76.0
June 2021,9898.0,-197158.0,137881.0,13677.0
September 2021,952910.0,-961262.0,121552.0,5375.0
December 2021,178528.0,-387221.0,131049.0,22962.0
March 2022,406530.0,-999230.0,591358.0,430113.0
June 2022,384780.0,-352795.0,462556.0,301044.0
