,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,422562.0,548912.75,,
June 2009,422562.0,548912.75,,
September 2009,422562.0,548912.75,,
December 2009,422562.0,548912.75,,
March 2010,1169448.0,14308497.0,,
June 2010,1169448.0,14308497.0,,
September 2010,2170951.0,17578267.0,,
December 2010,342157.0,2241665.0,247626036.0,146501105.0
March 2011,1052980.0,8366428.0,,
June 2011,5555634.0,39536764.0,,
September 2011,4541392.0,39124188.0,453740710.0,340033006.0
December 2011,1980621.0,-2165754.0,458764878.0,331228772.0
March 2012,1508738.0,17317316.0,487697645.0,354280014.0
June 2012,7384804.0,41109863.0,,
September 2012,5160458.0,17527735.0,587212827.0,452483058.0
December 2012,2521976.0,20970553.0,623847190.0,493987868.0
March 2013,991670.0,-612572.0,602716316.0,475256856.0
June 2013,11354348.0,91099183.0,804221499.0,677669537.0
September 2013,5446115.0,74325373.0,847329166.0,724256474.0
December 2013,4327340.0,15233025.0,896559205.0,778299438.0
March 2014,4738954.0,22384048.0,966250558.0,853048251.0
