,NetIncomeLoss,Assets,AssetsCurrent
March 2009,5874250.0,,
June 2009,5874250.0,,
September 2009,5874250.0,,
December 2009,5874250.0,,
March 2010,3996000.0,,
June 2010,7117000.0,,
September 2010,6589000.0,,
December 2010,8098000.0,248189000.0,55975000.0
March 2011,8160000.0,,
June 2011,7699000.0,264957000.0,50439000.0
September 2011,7258000.0,270713000.0,50126000.0
December 2011,9811000.0,282996000.0,54852000.0
March 2012,10076000.0,304707000.0,60598000.0
June 2012,12680000.0,318391000.0,56443000.0
September 2012,10231000.0,328346000.0,61289000.0
December 2012,6074000.0,336707000.0,64577000.0
March 2013,9933000.0,347411000.0,68672000.0
June 2013,13520000.0,358403000.0,80427000.0
September 2013,-6038000.0,366348000.0,79938000.0
December 2013,1081000.0,375254000.0,87342000.0
March 2014,3054000.0,372736000.0,71972000.0
June 2014,7127000.0,386026000.0,72037000.0
September 2014,12621000.0,399072000.0,76250000.0
