,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,74893750.0,17953750.0,69770500.0,
June 2007,74893750.0,17953750.0,69770500.0,
September 2007,74893750.0,17953750.0,69770500.0,
December 2007,74893750.0,17953750.0,69770500.0,
March 2008,78818000.0,18042000.0,72371000.0,
June 2008,82500000.0,21948000.0,-154783000.0,
September 2008,78578000.0,18224000.0,58064000.0,
December 2008,80922000.0,21980000.0,102232000.0,32466906000.0
March 2009,83911000.0,22753000.0,88689000.0,
June 2009,101927000.0,38975000.0,56448000.0,32860123000.0
September 2009,90067000.0,26274000.0,98573000.0,32884468000.0
December 2009,108098000.0,37585000.0,154936000.0,42153869000.0
March 2010,128855000.0,40290000.0,124149000.0,42430737000.0
June 2010,133488000.0,43576000.0,136258000.0,42010747000.0
September 2010,143271000.0,48378000.0,135609000.0,41701607000.0
December 2010,140632000.0,51068000.0,145001000.0,41190689000.0
March 2011,139317000.0,45309000.0,123176000.0,41046944000.0
June 2011,147900000.0,52912000.0,119459000.0,40602625000.0
September 2011,146527000.0,47918000.0,119750000.0,41969028000.0
December 2011,140939000.0,48297000.0,117652000.0,42024302000.0
March 2012,145018000.0,49517000.0,118253000.0,43038151000.0
June 2012,150509000.0,53669000.0,131212000.0,43487347000.0
September 2012,148466000.0,51094000.0,128798000.0,44093795000.0
December 2012,149840000.0,51941000.0,122843000.0,44145100000.0
March 2013,151675000.0,44569000.0,118675000.0,44511718000.0
June 2013,147484000.0,45925000.0,122517000.0,44185838000.0
September 2013,146210000.0,44785000.0,114200000.0,45764133000.0
December 2013,146409000.0,46051000.0,120155000.0,46688287000.0
March 2014,144002000.0,42264000.0,115254000.0,47567470000.0
June 2014,145754000.0,46531000.0,118688000.0,48604772000.0
September 2014,143176000.0,41524000.0,120258000.0,48679772000.0
December 2014,146238000.0,42987000.0,-238946000.0,48559217000.0
March 2015,155252000.0,42744000.0,119259000.0,48251715000.0
June 2015,150585000.0,41577000.0,123704000.0,48648532000.0
September 2015,146028000.0,35875000.0,114688000.0,49045482000.0
December 2015,163735000.0,50345000.0,-404807000.0,50317796000.0
March 2016,156389000.0,41270000.0,129909000.0,48515572000.0
June 2016,159055000.0,49533000.0,126460000.0,49035747000.0
September 2016,158932000.0,48506000.0,125299000.0,49462620000.0
December 2016,163733000.0,48249000.0,113733000.0,48926555000.0
March 2017,166789000.0,46176000.0,103957000.0,48824564000.0
June 2017,163735000.0,47472000.0,115255000.0,48347658000.0
September 2017,162210000.0,45483000.0,110468000.0,48457891000.0
December 2017,148484000.0,42139000.0,136521000.0,49124195000.0
March 2018,139107000.0,30248000.0,106552000.0,49654874000.0
June 2018,138142000.0,32802000.0,107354000.0,50469170000.0
September 2018,134433000.0,31749000.0,106772000.0,51246654000.0
December 2018,134946000.0,34226000.0,101739000.0,51899376000.0
March 2019,127804500.0,34365000.0,97577000.0,52131046000.0
June 2019,127804500.0,28590000.0,97246000.0,52776253000.0
September 2019,127804500.0,26395000.0,99046000.0,52537629000.0
December 2019,127804500.0,30997000.0,101174000.0,53640821000.0
March 2020,126000000.0,28196000.0,100328000.0,54261093000.0
June 2020,123000000.0,27000000.0,105347000.0,54210416000.0
September 2020,129000000.0,31366000.0,115770000.0,54931755000.0
December 2020,133000000.0,37827000.0,189555000.0,56306120000.0
March 2021,132000000.0,33000000.0,145596000.0,57656892000.0
June 2021,129000000.0,33000000.0,152000000.0,57469000000.0
September 2021,129000000.0,30000000.0,149000000.0,57890000000.0
December 2021,128000000.0,31000000.0,149404000.0,59527000000.0
March 2022,134000000.0,31000000.0,155000000.0,61005000000.0
June 2022,134000000.0,33000000.0,171000000.0,63093000000.0
