,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,10743250.0,,,
June 2013,10743250.0,,,
September 2013,10743250.0,,,
December 2013,10743250.0,,,
March 2014,12434500.0,,,
June 2014,12434500.0,,,
September 2014,12434500.0,,,
December 2014,12434500.0,,1302109000.0,189177000.0
March 2015,16451000.0,,,
June 2015,17478000.0,,,
September 2015,16811000.0,,,
December 2015,13226000.0,,1909392000.0,204695000.0
March 2016,21440000.0,7152000.0,1964884000.0,256890000.0
June 2016,20944000.0,34078000.0,1996667000.0,280917000.0
September 2016,17345000.0,56410000.0,2091876000.0,366515000.0
December 2016,18388000.0,,2048678000.0,490394000.0
March 2017,22020000.0,20053000.0,2130025000.0,556078000.0
June 2017,24061000.0,51430000.0,2214653000.0,621760000.0
September 2017,27008000.0,287688000.0,2175525000.0,312082000.0
December 2017,28061000.0,,2130146000.0,444744000.0
March 2018,31869000.0,,2201563000.0,479720000.0
June 2018,32635000.0,,2216232000.0,508233000.0
September 2018,34027000.0,,2324755000.0,607667000.0
December 2018,33499000.0,,2053061000.0,343765000.0
March 2019,44274000.0,,2217511000.0,431539000.0
June 2019,32680000.0,,2285771000.0,505111000.0
September 2019,36609000.0,,2362164000.0,599630000.0
December 2019,38397000.0,,2423712000.0,676335000.0
March 2020,43770000.0,,2844532000.0,1055418000.0
