,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,10272224.75,1679280.0,,
June 2011,10272224.75,1679280.0,,
September 2011,10272224.75,1679280.0,,
December 2011,10272224.75,1679280.0,,
March 2012,12478367.0,4320000.0,,
June 2012,12478367.0,3546000.0,,
September 2012,11968253.0,2600514.0,,
December 2012,8507907.0,-2105000.0,53746900.0,49927008.0
March 2013,10096787.0,-3365901.0,,
June 2013,11049000.0,-294000.0,,
September 2013,11087919.0,6603982.0,41975907.0,36953929.0
December 2013,14348294.0,-3205000.0,125782381.0,119457133.0
March 2014,14568754.0,-3108335.0,210172713.0,202404061.0
June 2014,17335000.0,-12259000.0,205720000.0,198759000.0
September 2014,18632000.0,-3928000.0,193625000.0,186959000.0
December 2014,19650246.0,-19018000.0,173886000.0,164737000.0
March 2015,21464000.0,45129000.0,278070000.0,268470000.0
June 2015,22660000.0,-21376000.0,254203000.0,242427000.0
September 2015,24103000.0,-15442000.0,384089000.0,370495000.0
December 2015,30044000.0,-28451000.0,359269000.0,342384000.0
March 2016,27346000.0,-30363000.0,325657000.0,309266000.0
June 2016,33340000.0,40464000.0,368850000.0,348444000.0
September 2016,30296000.0,-33846000.0,339864000.0,316286000.0
December 2016,31109000.0,-34783000.0,311263000.0,283947000.0
March 2017,32801000.0,-37655000.0,274721000.0,251007000.0
June 2017,34461000.0,-40654000.0,274846000.0,250114000.0
September 2017,40984000.0,-47043000.0,241845000.0,209466000.0
December 2017,38986000.0,105727000.0,373883000.0,322298000.0
March 2018,45670000.0,-49536000.0,326078000.0,271039000.0
June 2018,52014000.0,-43244000.0,386891000.0,322054000.0
September 2018,46218000.0,-34029000.0,355356000.0,285642000.0
December 2018,46925000.0,-44644000.0,332130000.0,269124000.0
March 2019,47060000.0,-45017000.0,414638000.0,335033000.0
June 2019,51440000.0,-31767000.0,383677000.0,287597000.0
September 2019,44852000.0,-44631000.0,351451000.0,276233000.0
December 2019,51957000.0,-30396000.0,312501000.0,239785000.0
March 2020,48894000.0,-44724000.0,265413000.0,195285000.0
June 2020,57351000.0,-46885000.0,327592000.0,260196000.0
September 2020,44656000.0,-36043000.0,374380000.0,310068000.0
December 2020,42300000.0,-2087000.0,378743000.0,312594000.0
March 2021,53121000.0,-51272000.0,435445000.0,374719000.0
June 2021,55780000.0,-39935000.0,425911000.0,366996000.0
September 2021,49823000.0,-52886000.0,392160000.0,334698000.0
December 2021,55853000.0,-58022000.0,335245000.0,279560000.0
March 2022,61438000.0,-66443000.0,271445000.0,218201000.0
June 2022,51744000.0,-41304000.0,218043000.0,167633000.0
