,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,2457750000.0,,333750000.0,,,
June 2007,2457750000.0,,333750000.0,,,
September 2007,2457750000.0,,333750000.0,,,
December 2007,2457750000.0,,333750000.0,,,
March 2008,2981000000.0,627000000.0,448000000.0,,,
June 2008,2373000000.0,620000000.0,-150000000.0,,,
September 2008,2753000000.0,609000000.0,656000000.0,,,
December 2008,2018000000.0,,234000000.0,29048583008.0,3999000000.0,10617000000.0
March 2009,2993000000.0,675000000.0,444000000.0,,,
June 2009,1924000000.0,628000000.0,311000000.0,28760000000.0,3834000000.0,10027000000.0
September 2009,2117000000.0,622000000.0,488000000.0,28434000000.0,3541000000.0,9750000000.0
December 2009,2251000000.0,,349000000.0,28730000000.0,3646000000.0,9502000000.0
March 2010,2627000000.0,,491000000.0,28775000000.0,3469000000.0,9623000000.0
June 2010,1930000000.0,,224000000.0,,,
September 2010,2252000000.0,,567000000.0,29104000000.0,3671000000.0,8970000000.0
December 2010,2047000000.0,,282000000.0,29909000000.0,5051000000.0,8468000000.0
March 2011,2498000000.0,,526000000.0,29370000000.0,4466000000.0,8256000000.0
June 2011,1848000000.0,,323000000.0,28789000000.0,3786000000.0,8109000000.0
September 2011,2064000000.0,,294000000.0,29911000000.0,4970000000.0,7659000000.0
December 2011,1927000000.0,,360000000.0,29821000000.0,3911000000.0,8061000000.0
March 2012,2092000000.0,,493000000.0,30002000000.0,3961000000.0,7808000000.0
June 2012,1665000000.0,,211000000.0,30142000000.0,3940000000.0,7612000000.0
September 2012,1808000000.0,,347000000.0,30706000000.0,3978000000.0,7625000000.0
December 2012,1938000000.0,,224000000.0,31725000000.0,3869000000.0,8120000000.0
March 2013,2176000000.0,,320000000.0,31712000000.0,3656000000.0,7931000000.0
June 2013,1698000000.0,,333000000.0,32059000000.0,3615000000.0,7883000000.0
September 2013,1842000000.0,,390000000.0,32610000000.0,3741000000.0,7790000000.0
December 2013,1953000000.0,,200000000.0,32480000000.0,3614000000.0,7263000000.0
March 2014,2518000000.0,,386000000.0,33326000000.0,3853000000.0,7540000000.0
June 2014,1884000000.0,,212000000.0,33700000000.0,3794000000.0,7596000000.0
September 2014,1895000000.0,,444000000.0,34147000000.0,3846000000.0,7465000000.0
December 2014,1966000000.0,,476000000.0,35333000000.0,4119000000.0,7625000000.0
March 2015,2087000000.0,,586000000.0,,,
June 2015,1746000000.0,,345000000.0,36212000000.0,3627000000.0,7778000000.0
September 2015,1874000000.0,,439000000.0,36424000000.0,3204000000.0,7615000000.0
December 2015,1746000000.0,,309000000.0,37535000000.0,3494000000.0,7502000000.0
March 2016,1789000000.0,,471000000.0,38126000000.0,3263000000.0,7589000000.0
June 2016,1558000000.0,,187000000.0,39045000000.0,3489000000.0,7542000000.0
September 2016,1873000000.0,,327000000.0,39488000000.0,3209000000.0,7475000000.0
December 2016,2265000000.0,,-98000000.0,40070000000.0,3254000000.0,7530000000.0
March 2017,2413000000.0,,114000000.0,39664000000.0,2716000000.0,7603000000.0
June 2017,1947000000.0,,109000000.0,40524000000.0,3188000000.0,7699000000.0
September 2017,1561000000.0,,395000000.0,41157000000.0,3081000000.0,7543000000.0
December 2017,1744000000.0,,956000000.0,42716000000.0,3312000000.0,7607000000.0
March 2018,1986000000.0,,558000000.0,42790000000.0,2806000000.0,7579000000.0
June 2018,1605000000.0,,269000000.0,43707000000.0,3005000000.0,7551000000.0
September 2018,1840000000.0,,412000000.0,45073000000.0,3215000000.0,8077000000.0
December 2018,1967000000.0,,199000000.0,45326000000.0,3507000000.0,7456000000.0
March 2019,2194000000.0,,700000000.0,45756000000.0,3027000000.0,7942000000.0
June 2019,2156000000.0,,153000000.0,46280000000.0,3156000000.0,8247000000.0
September 2019,1812000000.0,,403000000.0,46815000000.0,3059000000.0,8349000000.0
December 2019,1971000000.0,,437000000.0,47730000000.0,3231000000.0,8655000000.0
March 2020,1833250000.0,,448000000.0,48365000000.0,3727000000.0,8433000000.0
June 2020,1833250000.0,,451000000.0,48780000000.0,3742000000.0,8487000000.0
September 2020,1833250000.0,,575000000.0,49576000000.0,4023000000.0,8504000000.0
December 2020,1833250000.0,,431000000.0,50050000000.0,3630000000.0,8835000000.0
March 2021,,,648000000.0,50206000000.0,3595000000.0,8825000000.0
June 2021,,,-177000000.0,49292000000.0,3201000000.0,9047000000.0
September 2021,,,-1564000000.0,49426000000.0,6815000000.0,9032000000.0
December 2021,,,445000000.0,48999000000.0,6250000000.0,
March 2022,,,-2000000.0,47774000000.0,4728000000.0,
June 2022,,,131000000.0,49608000000.0,6167000000.0,
