,NetIncomeLoss,Assets
March 2012,187000.0,
June 2012,-72000.0,
September 2012,563000.0,
December 2012,845000.0,902600000.0
March 2013,1394000.0,867520000.0
June 2013,803000.0,837108000.0
September 2013,15208000.0,852409000.0
December 2013,-737000.0,867576000.0
March 2014,506000.0,870058000.0
June 2014,1470000.0,922128000.0
September 2014,2010000.0,917891000.0
December 2014,1376000.0,924075000.0
March 2015,1606000.0,959139000.0
June 2015,2342000.0,994469000.0
September 2015,2947000.0,1023432000.0
December 2015,2924000.0,1040652000.0
March 2016,2028000.0,1060862000.0
June 2016,2265000.0,1125362000.0
September 2016,4135000.0,1246598000.0
December 2016,,1268210000.0
March 2017,3406000.0,1336769000.0
