,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2016,0.0,0.0,,
June 2016,63453.0,100713.0,7366683.0,4646683.0
September 2016,114321.0,117937.0,7337070.0,5402070.0
December 2016,112461.0,131963.0,7414471.0,6376971.0
March 2017,112500.0,148608.0,7550837.0,6703337.0
June 2017,112500.0,128110.0,7581974.0,
September 2017,112639.0,120328.0,7709324.0,
December 2017,112626.0,120750.0,7657837.0,
March 2018,112585.0,125607.0,7855761.0,
June 2018,112565.0,127634.0,7952101.0,
September 2018,112527.0,124754.0,8029388.0,
December 2018,112932.0,126162.0,7839335.0,
March 2019,112096.0,116443.0,7863288.0,
June 2019,112136.0,109743.0,7828599.0,
September 2019,112651.0,107932.0,8011206.0,
December 2019,112073.0,108603.0,7999489.0,
March 2020,112651.0,102360.0,8112632.0,
June 2020,112022.0,97339.0,7752330.0,
September 2020,112661.0,94073.0,7754673.0,
December 2020,112107.0,96542.0,7899512.0,
March 2021,112586.0,94896.0,7949840.0,
June 2021,112112.0,92168.0,8120204.0,
September 2021,112626.0,91638.0,8158390.0,
December 2021,112047.0,86406.0,8263568.0,
March 2022,112626.0,81286.0,8363625.0,
June 2022,112016.0,75647.0,8458044.0,
