,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,,13491250.0,
June 2008,,13491250.0,
September 2008,,13491250.0,
December 2008,,13491250.0,
March 2009,,16147000.0,
June 2009,,16639000.0,
September 2009,,14455000.0,
December 2009,,9088000.0,3380022000.0
March 2010,7125250.0,9938000.0,
June 2010,7125250.0,8466000.0,3467283000.0
September 2010,7125250.0,8832000.0,3737372000.0
December 2010,7125250.0,15524000.0,3844517000.0
March 2011,7578500.0,-17790000.0,3865809000.0
June 2011,7578500.0,-24224000.0,3868230000.0
September 2011,7578500.0,6844000.0,3965392000.0
December 2011,7578500.0,-82227000.0,3867524000.0
March 2012,9569000.0,10295000.0,3797368000.0
June 2012,8851000.0,11305000.0,3715075000.0
September 2012,6377000.0,-19772000.0,3597656000.0
December 2012,7103000.0,18539000.0,3653759000.0
March 2013,7820000.0,15020000.0,3685099000.0
June 2013,6583000.0,-5365000.0,3699635000.0
September 2013,8027000.0,-2964000.0,3755588000.0
December 2013,8439000.0,87016000.0,3629952000.0
March 2014,8143000.0,4741000.0,3605897000.0
June 2014,7528000.0,7890000.0,3709500000.0
September 2014,7211000.0,22720000.0,3680188000.0
December 2014,8912000.0,4904000.0,3670257000.0
March 2015,7891000.0,13355000.0,3777155000.0
June 2015,7534000.0,15781000.0,3910921000.0
September 2015,7439000.0,89800000.0,3918473000.0
December 2015,8497000.0,59364000.0,3909312000.0
March 2016,11883000.0,6826000.0,3937908000.0
June 2016,8026000.0,-47419000.0,3841692000.0
September 2016,8855000.0,27299000.0,3634194000.0
December 2016,7789000.0,24733000.0,3780885000.0
March 2017,8611000.0,21019000.0,3739366000.0
June 2017,7859000.0,17862000.0,3592304000.0
September 2017,7368000.0,20916000.0,3559772000.0
December 2017,6999000.0,9621000.0,3578484000.0
March 2018,7292000.0,17150000.0,3596238000.0
June 2018,7628000.0,19434000.0,3612362000.0
September 2018,6899000.0,18697000.0,3650366000.0
December 2018,7081000.0,17020000.0,3656005000.0
March 2019,8751000.0,20859000.0,3775859000.0
June 2019,9386000.0,106791000.0,3803469000.0
September 2019,7929000.0,21257000.0,3855369000.0
December 2019,9336000.0,42785000.0,3854453000.0
March 2020,7486000.0,24054000.0,4054457000.0
June 2020,8158000.0,23497000.0,4011325000.0
September 2020,7467000.0,-31845000.0,4120189000.0
December 2020,9890000.0,81668000.0,4077023000.0
March 2021,8406000.0,-6669000.0,4112948000.0
June 2021,9222000.0,42401000.0,4052032000.0
September 2021,9342000.0,27101000.0,4151138000.0
December 2021,9157000.0,13708000.0,4262452000.0
March 2022,8544000.0,,4132026000.0
June 2022,8355000.0,,4185193000.0
