,NetIncomeLoss,Assets
March 2009,4629500.0,
June 2009,4629500.0,
September 2009,4629500.0,
December 2009,4629500.0,
March 2010,3607000.0,
June 2010,3796000.0,
September 2010,19551000.0,
December 2010,4721000.0,4297327000.0
March 2011,7553000.0,
June 2011,5757000.0,4259200000.0
September 2011,6532000.0,4136474000.0
December 2011,5790000.0,4202008000.0
March 2012,5974000.0,4176490000.0
June 2012,6345000.0,4112377000.0
September 2012,7037000.0,4164606000.0
December 2012,7281000.0,4178616000.0
March 2013,7571000.0,4267658000.0
June 2013,8019000.0,4249281000.0
September 2013,6637000.0,5736048000.0
December 2013,11260000.0,5746270000.0
March 2014,13597000.0,5902831000.0
June 2014,14853000.0,5826020000.0
September 2014,15535000.0,5751711000.0
December 2014,15597000.0,5805129000.0
March 2015,15240000.0,5881849000.0
June 2015,15394000.0,5899190000.0
September 2015,16220000.0,7918732000.0
December 2015,21160000.0,7926496000.0
March 2016,21216000.0,8146229000.0
June 2016,22900000.0,8529566000.0
September 2016,23179000.0,8542471000.0
December 2016,23635000.0,8699851000.0
March 2017,23972000.0,8764711000.0
June 2017,25284000.0,8872272000.0
September 2017,26421000.0,10323687000.0
December 2017,16511000.0,9829981000.0
March 2018,33826000.0,10238313000.0
June 2018,36710000.0,10544475000.0
September 2018,31964000.0,12746939000.0
December 2018,44420000.0,12934878000.0
March 2019,45110000.0,12862395000.0
June 2019,46625000.0,12892653000.0
September 2019,37446000.0,13039674000.0
December 2019,38415000.0,13400618000.0
March 2020,2008000.0,13900550000.0
June 2020,20130000.0,14897207000.0
September 2020,29992000.0,14808933000.0
December 2020,31521000.0,14929612000.0
March 2021,57908000.0,15622571000.0
June 2021,40867000.0,16022386000.0
September 2021,40063000.0,16155550000.0
December 2021,37054000.0,16810311000.0
March 2022,33547000.0,16863757000.0
June 2022,39678000.0,16618101000.0
