,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2007,186625000.0,,111050000.0,,,
December 2007,186625000.0,,111050000.0,,,
March 2008,186625000.0,,111050000.0,,,
June 2008,186625000.0,,111050000.0,,,
September 2008,189600000.0,,118700000.0,,,
December 2008,191800000.0,,-38600000.0,,,
March 2009,188400000.0,,114200000.0,,,
June 2009,221500000.0,,-156400000.0,4465100000.0,1859400000.0,2605700000.0
September 2009,212100000.0,,104500000.0,4391000000.0,1797800000.0,2593200000.0
December 2009,215700000.0,,139500000.0,4529700000.0,1874600000.0,2655100000.0
March 2010,245000000.0,,166200000.0,4627700000.0,1911900000.0,2715800000.0
June 2010,50400000.0,,151400000.0,4734700000.0,1995700000.0,2739000000.0
September 2010,255200000.0,,163900000.0,5206700000.0,1933300000.0,3273400000.0
December 2010,255200000.0,,151100000.0,5667400000.0,2370400000.0,3297000000.0
March 2011,281000000.0,,139500000.0,6029300000.0,2633000000.0,3396300000.0
June 2011,99500000.0,,133500000.0,6172800000.0,2216800000.0,3956000000.0
September 2011,223400000.0,,121600000.0,6131000000.0,2182200000.0,3948800000.0
December 2011,222300000.0,,133100000.0,6172200000.0,2227800000.0,3944400000.0
March 2012,242000000.0,,-353200000.0,5648900000.0,2208600000.0,3440300000.0
June 2012,253200000.0,,129100000.0,5592800000.0,2600400000.0,2992400000.0
September 2012,198200000.0,,-85800000.0,5354300000.0,2358400000.0,2995900000.0
December 2012,213100000.0,,48500000.0,5241300000.0,2259200000.0,2982100000.0
March 2013,202500000.0,,94800000.0,5076300000.0,2125300000.0,2951000000.0
June 2013,300200000.0,,55500000.0,4858400000.0,1948100000.0,2910300000.0
September 2013,207800000.0,,125800000.0,4780700000.0,1889500000.0,2891200000.0
December 2013,204700000.0,,136200000.0,4884100000.0,1972400000.0,2911700000.0
March 2014,203200000.0,,141400000.0,4958600000.0,2053300000.0,2905300000.0
June 2014,204300000.0,,131400000.0,4931200000.0,1991000000.0,2928000000.0
September 2014,195000000.0,,125100000.0,4836600000.0,1924600000.0,2912000000.0
December 2014,188000000.0,,139500000.0,4798200000.0,1946000000.0,2852200000.0
March 2015,220800000.0,,125700000.0,4834500000.0,2022100000.0,2812400000.0
June 2015,372200000.0,,-56300000.0,13127000000.0,3183000000.0,9944000000.0
September 2015,329000000.0,,148000000.0,12564000000.0,3053000000.0,9511000000.0
December 2015,239000000.0,,-152000000.0,12097000000.0,2835000000.0,9262000000.0
March 2016,309000000.0,,168000000.0,11900000000.0,2866000000.0,9034000000.0
June 2016,228000000.0,,160000000.0,11996000000.0,2608000000.0,9388000000.0
September 2016,277000000.0,,160000000.0,11778000000.0,2425000000.0,9353000000.0
December 2016,276000000.0,,177000000.0,11618000000.0,2612000000.0,9006000000.0
March 2017,256000000.0,,85000000.0,11107000000.0,2876000000.0,8231000000.0
June 2017,207000000.0,,131000000.0,10090000000.0,2072000000.0,8040000000.0
September 2017,268000000.0,295500000.0,159000000.0,10099000000.0,2127000000.0,7972000000.0
December 2017,291000000.0,295500000.0,139000000.0,9856000000.0,2132000000.0,7724000000.0
March 2018,305000000.0,295500000.0,196000000.0,10070000000.0,2414000000.0,7656000000.0
June 2018,318000000.0,295500000.0,224000000.0,9851000000.0,2223000000.0,7616000000.0
September 2018,279000000.0,291500000.0,213000000.0,9889000000.0,2288000000.0,7601000000.0
December 2018,304000000.0,291500000.0,225000000.0,9852000000.0,2311000000.0,7541000000.0
March 2019,310000000.0,310000000.0,243000000.0,9792000000.0,2285000000.0,7507000000.0
June 2019,349000000.0,349000000.0,268000000.0,10117000000.0,2578000000.0,7539000000.0
September 2019,999000000.0,999000000.0,429000000.0,38947000000.0,7027000000.0,31920000000.0
