,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
June 2009,14301750.0,,
September 2009,14301750.0,,
December 2009,14301750.0,,
March 2010,14301750.0,,
June 2010,14790000.0,,
September 2010,14684000.0,,
December 2010,15863000.0,,
March 2011,16804000.0,,
June 2011,16198000.0,,
September 2011,16721000.0,,
December 2011,17175000.0,,
March 2012,17569000.0,,
June 2012,17856000.0,8041250.0,
September 2012,17351000.0,8041250.0,
December 2012,18775000.0,8041250.0,
March 2013,19198000.0,8041250.0,
June 2013,19647000.0,7541000.0,
September 2013,19581000.0,5805000.0,
December 2013,19650000.0,1470000.0,
March 2014,19713000.0,6313000.0,
June 2014,20820000.0,7260000.0,
September 2014,20655000.0,7519000.0,
December 2014,21139000.0,7461000.0,
March 2015,21188000.0,7250000.0,
June 2015,23125000.0,4616000.0,
September 2015,22239000.0,-485000.0,
December 2015,23568000.0,4102000.0,
March 2016,23310000.0,3363000.0,
June 2016,23168000.0,7109000.0,
September 2016,22654000.0,5018000.0,
December 2016,22654000.0,2836000.0,
March 2017,23464000.0,5242000.0,
June 2017,23865000.0,6992000.0,
September 2017,23727000.0,5969000.0,
December 2017,25945000.0,13379000.0,
March 2018,25486000.0,10169000.0,
June 2018,26382000.0,10884000.0,
September 2018,26198000.0,11281000.0,
December 2018,26488000.0,10895000.0,
March 2019,28181000.0,14565000.0,
June 2019,28671000.0,15511000.0,
September 2019,28296000.0,13887000.0,
December 2019,30331000.0,12686000.0,
March 2020,30464000.0,9259000.0,
June 2020,28757000.0,,
September 2020,32536000.0,,
December 2020,33423000.0,,
March 2021,36139000.0,,
June 2021,38800000.0,,
September 2021,37161000.0,,
December 2021,39179000.0,,
March 2022,40990000.0,,
June 2022,43234000.0,,
