,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,171655.0,638265.0,-21143.0,,
June 2010,182378.0,538293.0,2918.0,,
September 2010,170219.0,642767.0,,,
December 2010,207045.0,668295.0,,5787653.0,3726199.0
March 2011,208312.0,591522.0,-137623.0,,
June 2011,186816.0,557152.0,-175883.0,5287969.0,3487849.0
September 2011,182178.0,647036.0,-66910.0,5531011.0,3771789.0
December 2011,185572.0,546430.0,-135453.0,5237364.0,3589354.0
March 2012,188042.0,616671.0,-358147.0,4703932.0,3195838.0
June 2012,197007.0,554021.0,-257570.0,,
September 2012,189822.0,642319.0,-498313.0,4291544.0,3142013.0
December 2012,175008.0,542737.0,-378490.0,3729758.0,2697784.0
March 2013,178867.0,587462.0,-397428.0,3328970.0,2438266.0
June 2013,167357.0,494661.0,63787.0,3507747.0,2743549.0
September 2013,176577.0,515860.0,-401369.0,3127838.0,2487117.0
December 2013,178360.0,609258.0,-382651.0,2788910.0,2265857.0
March 2014,174524.0,1126863.0,-969885.0,4937512.0,4418671.0
June 2014,173367.0,517217.0,-384524.0,488097.0,4377534.0
September 2014,187881.0,381800.0,-384709.0,4731041.0,4206845.0
December 2014,192468.0,-127443.0,-1153475.0,4990190.0,4485901.0
March 2015,179476.0,227607.0,-1314553.0,5096019.0,4613341.0
June 2015,174865.0,272850.0,-449266.0,6083659.0,5418423.0
September 2015,197547.0,321925.0,-2498659.0,5485300.0,4835490.0
December 2015,215792.0,623823.0,7306648.0,8710602.0,8169324.0
March 2016,195521.0,369365.0,856941.0,10455730.0,10029384.0
June 2016,184527.0,294990.0,-403933.0,5297224.0,4886106.0
September 2016,182335.0,295916.0,-601491.0,3978576.0,3584364.0
December 2016,210916.0,306471.0,-1105143.0,3709601.0,3330846.0
March 2017,225230.0,355500.0,-2060002.0,2925564.0,2559110.0
June 2017,203062.0,300185.0,-4072207.0,5019955.0,4657496.0
September 2017,199698.0,334161.0,5310951.0,8370179.0,8016132.0
December 2017,185061.0,348438.0,-332473.0,1955917.0,1605926.0
March 2018,153378.0,320832.0,-332635.0,1714115.0,1386363.0
June 2018,143290.0,253963.0,-260062.0,1611618.0,1282535.0
September 2018,151400.0,291878.0,-200872.0,1586693.0,1247130.0
December 2018,153281.0,300329.0,-151539.0,1519008.0,1195851.0
March 2019,141184.0,298257.0,-197488.0,1383368.0,1013629.0
June 2019,145176.0,249679.0,-74235.0,1517934.0,1143364.0
September 2019,139137.0,266326.0,-184248.0,1397199.0,1050287.0
December 2019,143302.0,256392.0,-92595.0,1289471.0,966576.0
March 2020,152621.0,283056.0,-196261.0,1243682.0,937935.0
June 2020,147245.0,238033.0,-242457.0,1031263.0,749221.0
September 2020,132786.0,255313.0,-150191.0,1194215.0,913899.0
December 2020,141328.0,282578.0,-234926.0,1209904.0,770229.0
March 2021,137724.0,276216.0,-3923.0,1361473.0,942263.0
June 2021,146656.0,248617.0,-158511.0,1293989.0,887915.0
September 2021,143715.0,260062.0,12329.0,1230492.0,837397.0
December 2021,159404.0,289694.0,-223691.0,1138444.0,742857.0
March 2022,131798.0,278761.0,-92805.0,1127359.0,753976.0
June 2022,110035.0,264125.0,109535.0,1267565.0,908955.0
