,OperatingExpenses,NetIncomeLoss,Assets
March 2016,148005250.0,24765250.0,
June 2016,148005250.0,24765250.0,
September 2016,148005250.0,24765250.0,
December 2016,148005250.0,24765250.0,5865913000.0
March 2017,163635250.0,34050000.0,
June 2017,163635250.0,-2762000.0,
September 2017,163635250.0,-1312000.0,
December 2017,163635250.0,39062000.0,6897370000.0
March 2018,167053750.0,25927000.0,
June 2018,167053750.0,46009000.0,
September 2018,167053750.0,-2345000.0,
December 2018,167053750.0,47504000.0,7038846000.0
