,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,32174250.0,2650000.0,7900500.0,,
June 2008,32174250.0,2650000.0,7900500.0,,
September 2008,32174250.0,2650000.0,7900500.0,,
December 2008,32174250.0,2650000.0,7900500.0,,
March 2009,38581000.0,3181000.0,1538000.0,,
June 2009,41916000.0,3439000.0,2244000.0,,
September 2009,44483000.0,3748000.0,1166000.0,,
December 2009,46335000.0,3980000.0,4328000.0,211077000.0,126379000.0
March 2010,53750000.0,4074000.0,277000.0,,
June 2010,55678000.0,4824000.0,1298000.0,226917000.0,135110000.0
September 2010,55680000.0,4645000.0,3826000.0,241543000.0,144345000.0
December 2010,56833000.0,4905000.0,7303000.0,261170000.0,163650000.0
March 2011,64407000.0,5079000.0,3251000.0,269057000.0,158122000.0
June 2011,68456000.0,5166000.0,5186000.0,279972000.0,160342000.0
September 2011,75238000.0,6141000.0,5280000.0,316618000.0,178475000.0
December 2011,83233000.0,6957000.0,5329000.0,348786000.0,183136000.0
March 2012,91379000.0,7168000.0,2428000.0,350904000.0,191222000.0
June 2012,96774000.0,8615000.0,4154000.0,374670000.0,229534000.0
September 2012,94811000.0,8746000.0,6210000.0,404571000.0,254777000.0
December 2012,104680000.0,9263000.0,5940000.0,428452000.0,274184000.0
March 2013,137469000.0,11944000.0,700000.0,606098000.0,166228000.0
June 2013,150471000.0,14269000.0,-12421000.0,759368000.0,151186000.0
September 2013,148886000.0,15104000.0,1170000.0,788217000.0,180649000.0
December 2013,152324000.0,16322000.0,13145000.0,796396000.0,178657000.0
March 2014,174136000.0,15155000.0,-8055000.0,846812000.0,231399000.0
June 2014,187542000.0,16417000.0,-2162000.0,865652000.0,227134000.0
September 2014,191694000.0,18087000.0,-1631000.0,891591000.0,229549000.0
December 2014,198272000.0,19802000.0,8729000.0,930620000.0,258624000.0
March 2015,112500000.0,27500000.0,-8800000.0,968947000.0,218954000.0
June 2015,226903000.0,24387000.0,9349000.0,1052202000.0,279758000.0
September 2015,112600000.0,26700000.0,5800000.0,1091402000.0,306889000.0
December 2015,250789000.0,23579000.0,7715000.0,1118662000.0,320260000.0
March 2016,123400000.0,30300000.0,-800000.0,1085312000.0,283128000.0
June 2016,263205000.0,23612000.0,-1915000.0,1119765000.0,307224000.0
September 2016,261520000.0,24860000.0,13941000.0,1154688000.0,320517000.0
December 2016,142300000.0,44400000.0,9800000.0,1189200000.0,343200000.0
March 2017,139900000.0,42800000.0,-1400000.0,1206100000.0,303700000.0
June 2017,145100000.0,42400000.0,9900000.0,1244100000.0,287900000.0
September 2017,142000000.0,44800000.0,13000000.0,1284300000.0,329400000.0
December 2017,144200000.0,43600000.0,31600000.0,1332300000.0,381400000.0
March 2018,133300000.0,48200000.0,31100000.0,1447300000.0,477800000.0
June 2018,128200000.0,48400000.0,36400000.0,1526400000.0,548300000.0
September 2018,136900000.0,50900000.0,26400000.0,1589000000.0,614400000.0
