,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2015,1774000000.0,225333333.33333334,143000000.0,,
September 2015,1774000000.0,225333333.33333334,143000000.0,,
December 2015,1774000000.0,383000000.0,-178000000.0,,
March 2016,1774000000.0,225333333.33333334,143000000.0,7736000000.0,
June 2016,1966000000.0,305000000.0,-21000000.0,,
September 2016,1872000000.0,293000000.0,15000000.0,,
December 2016,1867000000.0,333000000.0,31000000.0,,
March 2017,2076000000.0,348000000.0,-148000000.0,8663000000.0,3247000000.0
June 2017,5145000000.0,410000000.0,159000000.0,31216000000.0,9575000000.0
September 2017,5169000000.0,644000000.0,256000000.0,33176000000.0,9440000000.0
December 2017,5119000000.0,475000000.0,776000000.0,33582000000.0,9521000000.0
March 2018,4996000000.0,361000000.0,560000000.0,33921000000.0,9620000000.0
June 2018,4922000000.0,440000000.0,259000000.0,29126000000.0,8816000000.0
September 2018,4681000000.0,569000000.0,262000000.0,28882000000.0,8815000000.0
December 2018,4709000000.0,491000000.0,462000000.0,28871000000.0,8522000000.0
March 2019,4926000000.0,459000000.0,274000000.0,29574000000.0,9066000000.0
June 2019,4684000000.0,507000000.0,163000000.0,32577000000.0,8190000000.0
September 2019,6850000000.0,489000000.0,-2119000000.0,29516000000.0,8490000000.0
December 2019,4894000000.0,518000000.0,82000000.0,29599000000.0,8183000000.0
March 2020,,536000000.0,-3495000000.0,26006000000.0,8987000000.0
June 2020,,539000000.0,-205000000.0,27894000000.0,10708000000.0
September 2020,,539000000.0,-244000000.0,25670000000.0,8337000000.0
December 2020,,517000000.0,1098000000.0,23634000000.0,9105000000.0
March 2021,,471000000.0,-798000000.0,22038000000.0,8208000000.0
June 2021,,383000000.0,278000000.0,20867000000.0,7541000000.0
September 2021,,370000000.0,-188000000.0,20115000000.0,7384000000.0
December 2021,,340000000.0,98000000.0,19953000000.0,7503000000.0
March 2022,,315000000.0,530000000.0,20139000000.0,7446000000.0
June 2022,,349000000.0,102000000.0,18647000000.0,6848000000.0
