,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,12027.833333333334,,-12027.833333333334,,,
December 2009,12027.833333333334,,-12027.833333333334,,,
March 2010,12027.833333333334,,-12027.833333333334,,,
June 2010,12027.833333333334,,-12027.833333333334,,,
September 2010,1750.0,,-1750.0,,,
December 2010,2140.0,,-2140.0,,,
March 2011,12027.833333333334,,-12027.833333333334,,,
June 2011,12027.833333333334,,-12027.833333333334,,,
September 2011,34999.0,,-34999.0,53237.0,53237.0,
December 2011,70372.0,,-70372.0,,,
March 2012,,,-109395.66666666666,46846.0,46846.0,
June 2012,,,-109395.66666666666,,,
September 2012,,,-54137.0,153081.0,72487.0,
December 2012,,,-48601.0,,,
March 2013,,,,197833.0,80570.0,
June 2013,,,,,,
September 2013,,,,,,
December 2013,,,,,,
March 2014,,,,,,
June 2014,,,,,,
September 2014,,,,,,
December 2014,,,,,,
March 2015,,,,,,
June 2015,,,,,,
September 2015,12640.5,,-12640.5,,,
December 2015,12640.5,,-12640.5,,,
March 2016,10573.0,,-10573.0,,,
June 2016,-22775.0,,22775.0,,,
September 2016,75869.0,,-75297.0,0.0,0.0,
December 2016,426122.0,,-379119.0,,,
March 2017,668669.0,,-668669.0,,,
June 2017,656419.0,,-666082.0,2407378.0,16661333.0,
September 2017,1223524.0,0.0,-1234340.0,1918724.0,1315406.0,585368.0
December 2017,655074.0,71779.0,-673161.0,1363804.0,948006.0,400008.0
March 2018,574931.0,86717.0,-599112.0,1091926.0,854622.0,219168.0
June 2018,567944.0,-4626.0,-597753.0,893818.0,762294.0,110795.0
September 2018,553923.0,0.0,-476458.0,694704.0,558308.0,127037.0
December 2018,704836.0,123247.0,-746918.0,671113.0,546390.0,117553.0
March 2019,769034.0,97695.0,-820181.0,382100.0,262528.0,114355.0
