,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,96900000.0,,97075000.0,7775000.0,,
June 2009,96900000.0,,97075000.0,7775000.0,,
September 2009,96900000.0,,97075000.0,7775000.0,,
December 2009,96900000.0,,97075000.0,7775000.0,,
March 2010,92000000.0,1900000.0,94000000.0,11700000.0,,
June 2010,105300000.0,1900000.0,104800000.0,15900000.0,,
September 2010,109300000.0,1900000.0,105200000.0,13500000.0,,
December 2010,122700000.0,1900000.0,121300000.0,38400000.0,1658300000.0,1214200000.0
March 2011,113400000.0,1850000.0,113400000.0,62800000.0,,
June 2011,116300000.0,1850000.0,116400000.0,19200000.0,1754400000.0,1311400000.0
September 2011,111200000.0,1850000.0,46400000.0,25700000.0,1757500000.0,1331000000.0
December 2011,-149849000.0,1850000.0,-86164000.0,54400000.0,1801400000.0,1375100000.0
March 2012,49457000.0,1875000.0,118800000.0,25250000.0,1749800000.0,1341400000.0
June 2012,119200000.0,1875000.0,121500000.0,21800000.0,1713708000.0,1274646000.0
September 2012,49000000.0,1875000.0,51203000.0,38104000.0,822000000.0,509100000.0
December 2012,-14057000.0,1875000.0,-81103000.0,23700000.0,776300000.0,486800000.0
March 2013,51337000.0,2025000.0,50991000.0,4422000.0,713728000.0,406862000.0
June 2013,49108000.0,2025000.0,48489000.0,5147000.0,698117000.0,392640000.0
September 2013,44345000.0,2025000.0,43317000.0,12325000.0,778089000.0,454955000.0
December 2013,61594000.0,2025000.0,56534000.0,22556000.0,809956000.0,461290000.0
March 2014,49194000.0,2400000.0,48429000.0,-1524000.0,780000000.0,403237000.0
June 2014,51981000.0,2400000.0,50990000.0,-3624000.0,788793000.0,406342000.0
September 2014,47284000.0,2400000.0,46373000.0,7699000.0,829160000.0,450443000.0
December 2014,151318000.0,2400000.0,52905000.0,-40669000.0,770520000.0,447147000.0
March 2015,47501000.0,2400000.0,46416000.0,1027000.0,653637000.0,355014000.0
June 2015,46169000.0,2400000.0,45219000.0,-275000.0,651399000.0,359604000.0
September 2015,48689000.0,2400000.0,47551000.0,3141000.0,702717000.0,411293000.0
December 2015,53742000.0,2400000.0,-99081000.0,18091000.0,655408000.0,361434000.0
March 2016,47241000.0,2425000.0,46259000.0,2802000.0,606514000.0,315766000.0
June 2016,48354000.0,2425000.0,47528000.0,3116000.0,609523000.0,320964000.0
September 2016,66111000.0,2425000.0,47504000.0,-442000.0,664110000.0,384249000.0
December 2016,-92727000.0,2425000.0,-92428000.0,24131000.0,668021000.0,381732000.0
March 2017,46722000.0,,45790000.0,4978000.0,620291000.0,330895000.0
June 2017,46322000.0,,47999000.0,6788000.0,621260000.0,343959000.0
September 2017,11683000.0,,11723000.0,8398000.0,384949000.0,164248000.0
December 2017,-59261000.0,,-58021000.0,10172000.0,389552000.0,176988000.0
March 2018,11258000.0,,10627000.0,8176000.0,374176000.0,162289000.0
June 2018,12467000.0,,11863000.0,6393000.0,366018000.0,152386000.0
September 2018,12689000.0,,12032000.0,9200000.0,366546000.0,151466000.0
December 2018,14924000.0,,14670000.0,11016000.0,376991000.0,164174000.0
March 2019,13282000.0,,12653000.0,15018000.0,393787000.0,164031000.0
June 2019,13650000.0,,12788000.0,7975000.0,399180000.0,175581000.0
September 2019,14962000.0,,14341000.0,10264000.0,412770000.0,180310000.0
December 2019,14297000.0,,14001000.0,6375000.0,444773000.0,200668000.0
March 2020,13504000.0,,12727000.0,6166000.0,435920000.0,188927000.0
June 2020,13136000.0,,12591000.0,6050000.0,442954000.0,190703000.0
September 2020,12567000.0,,11833000.0,8022000.0,465902000.0,198604000.0
December 2020,24517000.0,,15911000.0,-5445000.0,476179000.0,188146000.0
March 2021,14704000.0,,13763000.0,8961000.0,479229000.0,192781000.0
June 2021,13857000.0,,12878000.0,6505000.0,474039000.0,189313000.0
September 2021,14722000.0,,13830000.0,24837000.0,488918000.0,192383000.0
December 2021,15935000.0,,15251000.0,7822000.0,507220000.0,203053000.0
March 2022,15495000.0,,14784000.0,12582000.0,513007000.0,206652000.0
June 2022,14582000.0,,15841000.0,37180000.0,547344000.0,218576000.0
