,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2019,1082250000.0,240250000.0,,
December 2019,1082250000.0,240250000.0,,
March 2020,1082250000.0,240250000.0,,
June 2020,1082250000.0,240250000.0,,
September 2020,1183000000.0,368000000.0,,
December 2020,1183000000.0,368000000.0,,
March 2021,1183000000.0,368000000.0,,
June 2021,1183000000.0,368000000.0,,
September 2021,1408750000.0,530500000.0,,
December 2021,1408750000.0,530500000.0,,
March 2022,1408750000.0,530500000.0,,
June 2022,1408750000.0,530500000.0,,
