,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,61923.75,3718.5,824585.0,,
June 2017,61923.75,3718.5,824585.0,,
September 2017,61923.75,3718.5,824585.0,,
December 2017,61923.75,3718.5,824585.0,0.0,0.0
March 2018,613606.0,8766.0,-713176.0,,
June 2018,326436.0,19591.0,-427706.0,,
September 2018,274217.0,69084.0,-1102506.0,,
December 2018,546551.0,129441.0,-2052851.0,651890.0,79890.0
March 2019,692700.0,121043.0,-3754002.0,5815258.0,646968.0
June 2019,1917336.0,329064.0,-5168008.0,9697944.0,1666315.0
September 2019,2311488.0,422906.0,1808517.0,9714979.0,1990425.0
December 2019,1300643.0,284212.0,1648973.0,9239631.0,2070851.0
March 2020,1769163.0,304035.0,-444784.0,8705567.0,4353191.0
June 2020,1521979.0,348117.0,-2136009.0,5758205.0,1513807.0
September 2020,1654956.0,234742.0,-7729449.0,,
December 2020,1577763.0,461618.0,-108392.0,5369726.0,1276871.0
March 2021,1617759.0,204229.0,-6290109.0,6660082.0,2691136.0
June 2021,1977496.0,179834.0,-1051317.0,5499290.0,1635684.0
September 2021,1540241.0,158057.0,-1459261.0,5023331.0,1274772.0
December 2021,,148271.0,-380367.0,5226704.0,1607347.0
March 2022,1560953.0,181817.0,-646802.0,4843980.0,1330116.0
June 2022,1420404.0,195928.0,-623321.0,5382481.0,1912215.0
