,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,242300000.0,-100650000.0,,
June 2008,242300000.0,-100650000.0,,
September 2008,242300000.0,-100650000.0,,
December 2008,242300000.0,-100650000.0,,
March 2009,232800000.0,26300000.0,,
June 2009,203800000.0,27600000.0,,
September 2009,197300000.0,-8700000.0,,
December 2009,282600000.0,111900000.0,,
March 2010,238500000.0,50300000.0,,
June 2010,203700000.0,40700000.0,,
September 2010,201500000.0,6000000.0,,
December 2010,336700000.0,105400000.0,,
March 2011,263800000.0,75400000.0,,
June 2011,224500000.0,66300000.0,,
September 2011,219600000.0,26100000.0,,
December 2011,348800000.0,156600000.0,,
March 2012,264500000.0,82500000.0,,
June 2012,240300000.0,70700000.0,,
September 2012,222600000.0,34900000.0,,
December 2012,410900000.0,171800000.0,,
March 2013,287000000.0,91800000.0,,
June 2013,250500000.0,67400000.0,,
September 2013,233400000.0,33600000.0,,
December 2013,425800000.0,175200000.0,,
March 2014,310500000.0,96600000.0,,
June 2014,379200000.0,58000000.0,,
September 2014,388700000.0,-1300000.0,,
December 2014,634500000.0,228000000.0,,
March 2015,453200000.0,118800000.0,,
June 2015,452800000.0,62200000.0,,
September 2015,395000000.0,15000000.0,,
December 2015,686600000.0,271900000.0,,
March 2016,462700000.0,146800000.0,,
June 2016,415700000.0,81900000.0,,
September 2016,386500000.0,17000000.0,,
December 2016,615300000.0,287800000.0,,
March 2017,452800000.0,78500000.0,,
June 2017,409000000.0,93400000.0,,
September 2017,375900000.0,-12100000.0,,
December 2017,634500000.0,343000000.0,,
March 2018,482800000.0,-496600000.0,,
June 2018,444800000.0,-31200000.0,,
September 2018,410300000.0,-29900000.0,,
December 2018,647200000.0,-116200000.0,,
March 2019,475200000.0,-10000000.0,,
June 2019,411400000.0,-36100000.0,,
September 2019,398400000.0,-35500000.0,,
December 2019,633200000.0,178800000.0,,
March 2020,358400000.0,-197100000.0,,
June 2020,265900000.0,-81700000.0,,
September 2020,389300000.0,9300000.0,,
December 2020,573800000.0,254300000.0,,
March 2021,512000000.0,138400000.0,,
June 2021,502600000.0,224600000.0,,
September 2021,470500000.0,92600000.0,,
December 2021,745800000.0,314300000.0,,
March 2022,533100000.0,-83500000.0,,
June 2022,477300000.0,145400000.0,,
