,NetIncomeLoss,Assets
March 2007,114383750.0,
June 2007,114383750.0,
September 2007,114383750.0,
December 2007,114383750.0,
March 2008,323077500.0,
June 2008,323077500.0,
September 2008,137331000.0,
December 2008,151690000.0,9936045000.0
March 2009,217002000.0,
June 2009,199172000.0,
September 2009,237309000.0,9809375000.0
December 2009,181138000.0,9805645000.0
March 2010,123961000.0,9744471000.0
June 2010,125038000.0,9569513000.0
September 2010,239354000.0,9651410000.0
December 2010,183685000.0,9495333000.0
March 2011,206108000.0,9435521000.0
June 2011,206444000.0,9272336000.0
September 2011,191139000.0,9085543000.0
December 2011,220151000.0,8932562000.0
March 2012,205852000.0,9406312000.0
June 2012,198143000.0,9178947000.0
September 2012,263892000.0,9288120000.0
December 2012,271371000.0,8793403000.0
March 2013,211223000.0,9101551000.0
June 2013,260463000.0,9094598000.0
September 2013,284198000.0,9149940000.0
December 2013,296569000.0,9876266000.0
March 2014,227196000.0,9682582000.0
June 2014,276834000.0,9946457000.0
September 2014,293459000.0,9624468000.0
December 2014,346715000.0,9818676000.0
March 2015,281781000.0,9772017000.0
June 2015,326405000.0,9634758000.0
September 2015,339568000.0,9654815000.0
December 2015,363490000.0,9778232000.0
March 2016,315873000.0,10064347000.0
June 2016,356659000.0,9997137000.0
September 2016,367305000.0,9865769000.0
December 2016,413739000.0,10130338000.0
March 2017,342442000.0,10083911000.0
June 2017,353702000.0,10365727000.0
September 2017,356674000.0,10765694000.0
December 2017,389399000.0,10732892000.0
March 2018,342997000.0,10685520000.0
June 2018,403802000.0,10692962000.0
September 2018,378027000.0,10747940000.0
December 2018,586205000.0,10928270000.0
March 2019,366521000.0,10875016000.0
June 2019,370056000.0,11113291000.0
September 2019,397942000.0,11413861000.0
December 2019,386015000.0,11365444000.0
March 2020,366156000.0,11825921000.0
June 2020,314923000.0,12358055000.0
September 2020,324867000.0,11385148000.0
December 2020,351267000.0,11816546000.0
March 2021,433036000.0,11981735000.0
June 2021,410426000.0,14490365000.0
September 2021,490091000.0,15284686000.0
December 2021,619710000.0,17380908000.0
March 2022,513943000.0,17698781000.0
June 2022,653850000.0,17862851000.0
