,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2008,16438.777777777777,2112.6666666666665,,-86542.0,,,
September 2008,16438.777777777777,2112.6666666666665,,-9061.75,,,
December 2008,16438.777777777777,2112.6666666666665,,-9061.75,,,
March 2009,16438.777777777777,2112.6666666666665,,-9061.75,,,
June 2009,16438.777777777777,2112.6666666666665,,-9061.75,,,
September 2009,16438.777777777777,2112.6666666666665,,-6233.75,,,
December 2009,16438.777777777777,2112.6666666666665,,-6233.75,,,
March 2010,16438.777777777777,2112.6666666666665,,-6233.75,,,
June 2010,16438.777777777777,2112.6666666666665,,-6233.75,,,
September 2010,9044.0,398.0,,-9044.0,,,
December 2010,7259.0,115.0,,-7294.0,,,
March 2011,13445.0,236.0,,-13604.0,,,
June 2011,229.0,170.0,,-438.0,,,
September 2011,6808.0,174.0,,-7035.0,,,
December 2011,4050.0,280.0,,-4050.0,,,
March 2012,4009.0,173.0,,-4008.0,,,
June 2012,6733.0,178.0,,-6733.0,,,
September 2012,5859.0,177.0,,-5859.0,,,
December 2012,4536.0,570.0,,-4536.0,,,
March 2013,4381.0,173.0,,-4381.0,,,
June 2013,2458.0,174.0,,-2457.0,,,
September 2013,3099.0,170.0,,-3101.0,,,
December 2013,7974.0,885.0,,-7974.0,,,
March 2014,6122.0,188.0,,-6122.0,,,
June 2014,3584.0,173.0,,-3585.0,,,
September 2014,1011.0,174.0,,-1011.0,,,
December 2014,7936.0,192.0,,-7936.0,,,
March 2015,5863.0,1089.0,,-5863.0,,,
June 2015,6264.0,3116.0,,-6264.0,,,
September 2015,7839.0,274.0,,-7839.0,,,
December 2015,10788.0,799.0,,-10788.0,,,
March 2016,6085.0,2234.0,,-6085.0,,,
June 2016,3699.0,5676.0,,-3699.0,,,
September 2016,2076.0,177.0,,-2090.0,,,
December 2016,7277.0,589.0,,-7322.0,,,
March 2017,5559.0,255.0,,-5638.0,,,
June 2017,4703.0,1172.0,,-4802.0,,,
September 2017,1577.0,177.0,,-1683.0,,,
December 2017,11987.0,2448.0,,-12137.0,,,
March 2018,5193.0,583.0,,-5364.0,,,
June 2018,6846.0,177.0,,-6182.0,,,
September 2018,3749.0,0.0,3749.0,-3749.0,,,
December 2018,56060.0,,56060.0,-155187.0,,,
March 2019,287820.0,,280825.0,-256612.0,,,
June 2019,379618.0,,372892.0,-244446.0,,,
September 2019,439163.0,,429611.0,-305703.0,,,
December 2019,1467150.0,,465667.0,-1458993.0,,,
March 2020,420605.0,,411396.0,-410636.0,,,
June 2020,1184103.0,,506100.0,-476037.0,,,
September 2020,696765.0,,677624.0,-524757.0,,,
December 2020,992830.0,,977348.0,-644061.0,,,
March 2021,624852.0,,481820.0,-468409.0,,,
June 2021,946964.0,,969002.0,-616107.0,,,
September 2021,,,479540.0,-581532.0,,,
December 2021,,,494168.0,-520098.0,,,
March 2022,,,340133.0,-395266.0,,,
