,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,9277000.0,5141000.0,-5071000.0,,
June 2018,9944000.0,5625000.0,-123000.0,,
September 2018,10780000.0,5997000.0,2134000.0,,
December 2018,12694000.0,6484000.0,4337000.0,67345000.0,63868000.0
March 2019,14603000.0,8401000.0,-6206000.0,61943000.0,58779000.0
June 2019,19026000.0,7384000.0,-5599000.0,85913000.0,82969000.0
September 2019,13500000.0,7010000.0,-6768000.0,68973000.0,65769000.0
December 2019,9761000.0,3269000.0,-7261000.0,55459000.0,47341000.0
March 2020,11226000.0,3936000.0,-9964000.0,46009000.0,38560000.0
June 2020,11538000.0,3256000.0,-7096000.0,71452000.0,64897000.0
September 2020,10518000.0,3389000.0,-6464000.0,62376000.0,56452000.0
December 2020,11189000.0,5637000.0,-6408000.0,50312000.0,45571000.0
March 2021,11513000.0,4664000.0,-9280000.0,40746000.0,36263000.0
June 2021,9140000.0,3670000.0,-6686000.0,40873000.0,36968000.0
September 2021,12507000.0,5492000.0,-10939000.0,38192000.0,32599000.0
December 2021,11255000.0,3870000.0,-11722000.0,41090000.0,35687000.0
March 2022,8610000.0,4168000.0,-7212000.0,39295000.0,33815000.0
June 2022,7067000.0,2721000.0,-4225000.0,37291000.0,31178000.0
