,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2011,3641.0,,-3641.0,1406.0,870.0,536.0
March 2012,19542.0,5533.5,-19534.0,,,
June 2012,46250.0,5533.5,-46241.0,,,
September 2012,110718.0,5533.5,-110717.0,,,
December 2012,81717.0,5533.5,-86252.0,110403.0,55833.0,54570.0
March 2013,80516.0,16553.5,-82658.0,70146.0,20461.0,49685.0
June 2013,33907.0,16553.5,-36675.0,69795.0,24996.0,44799.0
September 2013,87744.0,16553.5,-142093.0,66631.0,25084.0,41547.0
December 2013,31469.0,16553.5,-70864.0,96022.0,31224.0,64798.0
March 2014,178988.0,,-213625.0,501517.0,322950.0,178567.0
June 2014,198302.0,,-202268.0,543529.0,491191.0,52338.0
September 2014,238937.0,,-242944.0,444653.0,398547.0,40940.0
December 2014,529894.0,,-533895.0,213062.0,172122.0,40940.0
March 2015,118674.0,,-122593.0,100630.0,65038.0,35592.0
June 2015,389291.0,,-393256.0,90821.0,57016.0,33805.0
September 2015,303368.0,,-307378.0,62721.0,30771.0,31950.0
December 2015,139728.0,,-286670.0,75945.0,45715.0,30230.0
March 2016,65661.0,,42429.0,127179.0,98736.0,28443.0
June 2016,177963.0,,-168402.0,945162.0,918505.0,26657.0
September 2016,695815.0,,-716807.0,252882.0,228012.0,24870.0
December 2016,285160.0,,10495268.0,35533.0,12450.0,23083.0
March 2017,69726.0,,3988650.0,349748.0,328453.0,21295.0
June 2017,111303.0,,-116053.0,317219.0,263539.0,53680.0
September 2017,137749.0,,-142977.0,459408.0,409313.0,50095.0
December 2017,147741.0,,-152618.0,406719.0,360210.0,46509.0
March 2018,142563.0,,-147486.0,325011.0,282087.0,42924.0
June 2018,168713.0,,-173555.0,336712.0,292565.0,44147.0
September 2018,522069.0,,-526848.0,552451.0,511886.0,40565.0
December 2018,335966.0,,-340957.0,423016.0,386225.0,36791.0
March 2019,423728.0,,-428195.0,154501.0,116446.0,38055.0
June 2019,243785.0,,-248184.0,52785.0,21174.0,31611.0
September 2019,146213.0,,-150576.0,83667.0,45788.0,37879.0
December 2019,205704.0,,-209870.0,45779.0,13958.0,31821.0
March 2020,149313.0,,-153334.0,47219.0,21470.0,25749.0
June 2020,904446.0,,-908467.0,852238.0,832761.0,19477.0
September 2020,449758.0,,-453824.0,649561.0,624305.0,25256.0
December 2020,491160.0,,-493374.0,557135.0,537523.0,19612.0
March 2021,356748.0,,-356748.0,285013.0,271043.0,13970.0
June 2021,251990.0,,-242606.0,89130.0,79569.0,9561.0
September 2021,118366.0,,-118366.0,51236.0,34673.0,16563.0
December 2021,112341.0,,-112341.0,22163.0,19897.0,10488.0
March 2022,59653.0,,-56653.0,7926.0,7675.0,
