,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,404876.0,,-195358.0,,
June 2010,220391.0,,-530848.0,,
September 2010,145897.0,,-46558.0,,
December 2010,202150.0,,-66235.0,2388642.0,2265507.0
March 2011,248423.0,,-177830.0,,
June 2011,250121.0,,-74391.0,2205282.0,2083436.0
September 2011,144137.0,,-9344.0,2141988.0,2025317.0
December 2011,292653.0,,-146763.0,2468423.0,2183826.0
March 2012,226738.0,226738.0,-221669.0,2436028.0,2145333.0
June 2012,230484.0,230484.0,9581.0,,
September 2012,371275.0,371275.0,112196.0,2799100.0,2502943.0
December 2012,-43626.0,-43626.0,-288542.0,3044378.0,2927915.0
March 2013,212537.0,212537.0,-280418.0,2906941.0,2744639.0
June 2013,385630.0,385630.0,-1221465.0,2921498.0,2765196.0
September 2013,181651.0,181651.0,1164293.0,2875825.0,2728534.0
December 2013,645646.0,645646.0,-498150.0,2521731.0,2390979.0
March 2014,359099.0,359099.0,-321059.0,2503111.0,2366766.0
June 2014,604244.0,604244.0,-580147.0,2414556.0,2112854.0
September 2014,169475.0,169475.0,-47148.0,2502925.0,2143325.0
December 2014,205084.0,205084.0,-572407.0,2418775.0,1885116.0
March 2015,152242.0,152242.0,-2622.0,2657024.0,2130932.0
June 2015,311744.0,311744.0,-745642.0,2779627.0,1958052.0
September 2015,196404.0,196404.0,218457.0,2727946.0,1939239.0
December 2015,651394.0,651394.0,-630366.0,2224684.0,1470769.0
March 2016,216567.0,216567.0,-113582.0,2173625.0,1454086.0
June 2016,152838.0,152838.0,-149328.0,2380974.0,1698602.0
September 2016,121685.0,121685.0,-153633.0,2273092.0,1636258.0
December 2016,452804.0,194347.0,-327527.0,1644022.0,1291336.0
March 2017,138900.0,138900.0,-129532.0,1586543.0,1259497.0
June 2017,56289.0,56289.0,-2057.0,1629572.0,1328358.0
September 2017,118037.0,118037.0,32322.0,1543174.0,1267985.0
December 2017,156056.0,156056.0,-115205.0,1511126.0,1261878.0
March 2018,110130.0,110130.0,-124834.0,1430238.0,1206275.0
June 2018,115810.0,115810.0,-136352.0,1388189.0,1189578.0
September 2018,123102.0,123102.0,-152281.0,1319653.0,1146586.0
December 2018,166104.0,166104.0,-3847.0,1434220.0,1255335.0
March 2019,160220.0,160220.0,-90848.0,1476293.0,1247184.0
June 2019,122883.0,122883.0,-111345.0,1474541.0,1256665.0
September 2019,106479.0,106479.0,-52335.0,1433785.0,1227991.0
December 2019,136370.0,136370.0,-2780515.0,1490809.0,1292464.0
March 2020,228103.0,228103.0,-1470901.0,1493193.0,1306053.0
June 2020,149742.0,149742.0,908695.0,1438581.0,1262571.0
September 2020,104188.0,104188.0,388846.0,1604395.0,1439424.0
December 2020,122819.0,122819.0,25310.0,1475559.0,1321632.0
March 2021,1204230.0,1204230.0,-401354.0,7372914.0,3610223.0
June 2021,2233471.0,,-1619617.0,9049644.0,5261054.0
September 2021,1715511.0,,-963613.0,10724396.0,4240191.0
December 2021,2519704.0,,346028.0,10774736.0,4384185.0
March 2022,1711934.0,,-1585586.0,10099722.0,3803762.0
June 2022,1962330.0,,20511.0,9924132.0,3722883.0
