,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,78476000.0,13439000.0,,
June 2009,78476000.0,13439000.0,,
September 2009,78476000.0,13439000.0,,
December 2009,78476000.0,13439000.0,,
March 2010,77867500.0,17767000.0,,
June 2010,77867500.0,17767000.0,,
September 2010,80737000.0,25259000.0,,
December 2010,91662000.0,19306000.0,1853896000.0,566440000.0
March 2011,86921000.0,29818000.0,,
June 2011,88564000.0,27155000.0,,
September 2011,68229000.0,40003000.0,2121457000.0,815403000.0
December 2011,91942000.0,29478000.0,2183934000.0,869999000.0
March 2012,99222000.0,43181000.0,2125809000.0,835895000.0
June 2012,90878000.0,41510000.0,2173439000.0,905654000.0
September 2012,97202000.0,36648000.0,2152876000.0,875378000.0
December 2012,109624000.0,15191000.0,2618855000.0,1346527000.0
March 2013,99453000.0,61517000.0,2568323000.0,1357077000.0
June 2013,108978000.0,135731000.0,2460339000.0,1145947000.0
September 2013,105952000.0,58111000.0,2524787000.0,1204620000.0
December 2013,111352000.0,35379000.0,2636689000.0,1304658000.0
March 2014,145357000.0,71367000.0,3484705000.0,1176742000.0
June 2014,141890000.0,58655000.0,3685850000.0,1310610000.0
September 2014,132851000.0,53160000.0,3663255000.0,1293922000.0
December 2014,140852000.0,77615000.0,3976587000.0,1329080000.0
March 2015,154579000.0,120920000.0,4049424000.0,1382221000.0
June 2015,158880000.0,83009000.0,4109610000.0,1386491000.0
September 2015,156308000.0,72770000.0,4169811000.0,1481334000.0
December 2015,166813000.0,90089000.0,4264915000.0,1537338000.0
March 2016,153901000.0,113444000.0,4678229000.0,1925962000.0
June 2016,179366000.0,77175000.0,4665403000.0,1878055000.0
September 2016,137116000.0,65393000.0,4622065000.0,1849338000.0
December 2016,165645000.0,14498000.0,4480595000.0,1696343000.0
March 2017,163709000.0,136217000.0,4470054000.0,1653987000.0
June 2017,162273000.0,102598000.0,4478168000.0,1478749000.0
September 2017,138688000.0,87002000.0,4890764000.0,1817104000.0
December 2017,148672000.0,145499000.0,5032985000.0,1879850000.0
March 2018,166449000.0,156870000.0,5113367000.0,1889454000.0
June 2018,171376000.0,106181000.0,5073367000.0,1808157000.0
September 2018,156242000.0,111257000.0,5161957000.0,1931490000.0
December 2018,163390000.0,71879000.0,5278563000.0,1963411000.0
March 2019,172512000.0,143397000.0,5521914000.0,2105220000.0
June 2019,173364000.0,128743000.0,5561734000.0,2144579000.0
September 2019,159357000.0,116923000.0,5618209000.0,2224910000.0
December 2019,174211000.0,-8577000.0,5596686000.0,2330297000.0
March 2020,184649000.0,68667000.0,5316422000.0,1742401000.0
June 2020,155163000.0,14961000.0,5305956000.0,1893758000.0
September 2020,148769000.0,61640000.0,5386427000.0,2032981000.0
December 2020,220239000.0,94711000.0,5246338000.0,1938766000.0
March 2021,191535000.0,87021000.0,5245682000.0,1956218000.0
June 2021,198618000.0,35885000.0,5479509000.0,2028162000.0
September 2021,220011000.0,110651000.0,5495465000.0,1868699000.0
December 2021,281570000.0,17039000.0,5748946000.0,2000186000.0
March 2022,230653000.0,104188000.0,5749734000.0,1967402000.0
June 2022,231819000.0,83429000.0,5793639000.0,2005469000.0
