,NetIncomeLoss,Assets
March 2009,-1545250.0,
June 2009,-1545250.0,
September 2009,-1545250.0,
December 2009,-1545250.0,
March 2010,2903000.0,
June 2010,4642000.0,
September 2010,2883000.0,
December 2010,1677000.0,907966000.0
March 2011,1738000.0,
June 2011,2182000.0,889831000.0
September 2011,-461000.0,799473000.0
December 2011,2776000.0,792380000.0
March 2012,2795000.0,819358000.0
June 2012,1013000.0,785067000.0
September 2012,1953000.0,799759000.0
December 2012,1432000.0,784187000.0
March 2013,1780000.0,794077000.0
June 2013,283000.0,772736000.0
September 2013,2639000.0,786602000.0
December 2013,1019000.0,803745000.0
