,NetIncomeLoss,Assets
March 2011,,
June 2011,,1943384000.0
September 2011,,1987954000.0
December 2011,,2053097000.0
March 2012,,2040589000.0
June 2012,,2083628000.0
September 2012,,2102589000.0
December 2012,,2148262000.0
March 2013,,2121066000.0
June 2013,,2258600000.0
September 2013,,2289755000.0
December 2013,,2389262000.0
March 2014,8177000.0,2354238000.0
June 2014,8034000.0,2411375000.0
September 2014,9889000.0,2407871000.0
December 2014,8722000.0,2563868000.0
March 2015,9255000.0,2512263000.0
June 2015,9002000.0,2482687000.0
September 2015,9284000.0,2624607000.0
December 2015,9646000.0,2816801000.0
March 2016,9835000.0,2824107000.0
June 2016,10109000.0,2909519000.0
September 2016,10467000.0,2938665000.0
December 2016,10616000.0,3039481000.0
March 2017,10791000.0,3033343000.0
June 2017,10602000.0,3126762000.0
September 2017,11704000.0,3155913000.0
December 2017,4946000.0,3239646000.0
March 2018,,3285480000.0
June 2018,,3323840000.0
September 2018,,3324797000.0
December 2018,,3302924000.0
March 2019,,3281016000.0
June 2019,,3463823000.0
September 2019,,3533926000.0
December 2019,,3724197000.0
March 2020,,3784586000.0
June 2020,,4334533000.0
September 2020,,4365129000.0
December 2020,,4608629000.0
March 2021,,4794075000.0
June 2021,,6088072000.0
September 2021,,6181188000.0
December 2021,,6646025000.0
March 2022,,7777152000.0
June 2022,,7583105000.0
