,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,19457500.0,598000.0,-3496000.0,,
December 2009,19457500.0,598000.0,-3496000.0,,
March 2010,54809000.0,1698000.0,-1454000.0,,
June 2010,49268000.0,1560000.0,-2853000.0,,
September 2010,54894000.0,1803000.0,-3360000.0,,
December 2010,56207000.0,2059000.0,-977000.0,173229000.0,24436000.0
March 2011,66011000.0,2202000.0,-3510000.0,,
June 2011,68535000.0,2670000.0,-4182000.0,166871000.0,25000000.0
September 2011,61333000.0,2497000.0,-4167000.0,163417000.0,22410000.0
December 2011,40326000.0,3713000.0,161000.0,199551000.0,25613000.0
March 2012,45268000.0,3329000.0,1691000.0,189808000.0,20874000.0
June 2012,40363000.0,3668000.0,2327000.0,194384000.0,27817000.0
September 2012,55918000.0,3246000.0,-4275000.0,246426000.0,24147000.0
December 2012,67485000.0,4066000.0,-6251000.0,256696000.0,28241000.0
March 2013,65128000.0,3425000.0,-3553000.0,256430000.0,29050000.0
June 2013,79800000.0,4588000.0,-22114000.0,326943000.0,36736000.0
September 2013,77623000.0,4494000.0,-2556000.0,324210000.0,36618000.0
December 2013,75913000.0,8895000.0,-5641000.0,382075000.0,38458000.0
March 2014,73359000.0,5593000.0,400000.0,489405000.0,46477000.0
June 2014,76946000.0,5637000.0,-1667000.0,499207000.0,42548000.0
September 2014,70492000.0,5875000.0,-2456000.0,535964000.0,34951000.0
December 2014,176342000.0,5998000.0,-94297000.0,913558000.0,46284000.0
March 2015,61167000.0,6935000.0,826000.0,932645000.0,43463000.0
June 2015,62672000.0,5571000.0,-2065000.0,936647000.0,40059000.0
September 2015,57132000.0,7639000.0,-4661000.0,1005486000.0,32670000.0
December 2015,756450000.0,45182000.0,-121580000.0,891296000.0,29199000.0
March 2016,151777000.0,21101000.0,-10600000.0,889502000.0,27810000.0
June 2016,61653000.0,11432000.0,-10435000.0,1150968000.0,42738000.0
September 2016,169627000.0,22103000.0,-9039000.0,1199127000.0,42884000.0
December 2016,266197000.0,34802000.0,3581000.0,2349321000.0,123524000.0
March 2017,188535000.0,30113000.0,-30184000.0,2046243000.0,159474000.0
June 2017,221006000.0,30084000.0,-29164000.0,2051942000.0,146656000.0
September 2017,182906000.0,27083000.0,55881000.0,2023207000.0,127601000.0
December 2017,353193000.0,24778000.0,-219512000.0,1923466000.0,153652000.0
March 2018,218206000.0,22692000.0,-13883000.0,1933262000.0,273185000.0
June 2018,227858000.0,23372000.0,-17287000.0,1941327000.0,163161000.0
September 2018,135182000.0,23857000.0,38158000.0,1834605000.0,289062000.0
December 2018,198840000.0,19785000.0,-14752000.0,1687696000.0,143991000.0
March 2019,187504000.0,19401000.0,-13214000.0,1715737000.0,163838000.0
