,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,4109500.0,448250.0,,
June 2009,,4109500.0,448250.0,,
September 2009,,4109500.0,448250.0,,
December 2009,,4109500.0,448250.0,,
March 2010,25000.0,4218000.0,662000.0,,
June 2010,25000.0,4285000.0,931000.0,,
September 2010,25000.0,-285000.0,-204000.0,,
December 2010,25000.0,9817000.0,1882000.0,89572000.0,49794000.0
March 2011,25000.0,4541000.0,338000.0,,
June 2011,25000.0,4815000.0,828000.0,107837000.0,45339000.0
September 2011,25000.0,71000.0,-220000.0,123319000.0,52601000.0
December 2011,25000.0,6402000.0,29000.0,152416000.0,44474000.0
March 2012,25000.0,5757000.0,270000.0,150398000.0,58308000.0
June 2012,25000.0,6237000.0,1218000.0,201005000.0,108190000.0
September 2012,25000.0,-662000.0,-184000.0,204428000.0,108722000.0
December 2012,25000.0,9299000.0,-84000.0,199111000.0,102563000.0
March 2013,75000.0,6591000.0,-440000.0,203653000.0,102176000.0
June 2013,75000.0,458000.0,1471000.0,204555000.0,101858000.0
September 2013,75000.0,6593000.0,-163000.0,211045000.0,95939000.0
December 2013,75000.0,2990000.0,2809000.0,215958000.0,85776000.0
March 2014,50000.0,8843000.0,-1659000.0,214177000.0,82390000.0
June 2014,50000.0,-537000.0,1929000.0,222590000.0,88874000.0
September 2014,50000.0,8720000.0,482000.0,225806000.0,89227000.0
December 2014,50000.0,11594000.0,-10171000.0,319819000.0,116535000.0
March 2015,50000.0,11066000.0,-941000.0,312414000.0,103792000.0
June 2015,50000.0,10615000.0,1970000.0,306518000.0,
September 2015,50000.0,-743000.0,739000.0,304889000.0,102830000.0
December 2015,50000.0,14459000.0,-3226000.0,303265000.0,96201000.0
March 2016,50000.0,12208000.0,-1768000.0,299628000.0,90829000.0
June 2016,50000.0,11521000.0,1831000.0,304138000.0,96943000.0
September 2016,50000.0,-795000.0,505000.0,311396000.0,104423000.0
December 2016,50000.0,16163000.0,2938000.0,314307000.0,108795000.0
March 2017,125000.0,12341000.0,4764000.0,282681000.0,78469000.0
June 2017,125000.0,10575000.0,6934000.0,297469000.0,94895000.0
September 2017,125000.0,380000.0,-2230000.0,307461000.0,107099000.0
December 2017,125000.0,13150000.0,13950000.0,314657000.0,114914000.0
March 2018,100000.0,11022000.0,-120000.0,314518000.0,114956000.0
June 2018,100000.0,11522000.0,5999000.0,333145000.0,127709000.0
September 2018,100000.0,-881000.0,346000.0,340712000.0,133856000.0
December 2018,100000.0,15410000.0,2158000.0,347822000.0,135217000.0
March 2019,50000.0,12396000.0,-2512000.0,411585000.0,130593000.0
June 2019,50000.0,-1354000.0,9568000.0,432741000.0,143618000.0
September 2019,50000.0,12595000.0,-3599000.0,448553000.0,150049000.0
December 2019,50000.0,2950000.0,1449000.0,471314000.0,152757000.0
March 2020,75000.0,11522000.0,5291000.0,466658000.0,147234000.0
June 2020,75000.0,11134000.0,-7949000.0,452792000.0,129860000.0
September 2020,75000.0,-1724000.0,11907000.0,453607000.0,134837000.0
December 2020,75000.0,16750000.0,-6562000.0,461669000.0,151483000.0
March 2021,50000.0,12188000.0,9206000.0,442301000.0,132833000.0
June 2021,50000.0,13039000.0,15111000.0,469841000.0,158799000.0
September 2021,50000.0,255000.0,18315500.0,504834000.0,173577000.0
December 2021,50000.0,31505000.0,18315500.0,526864000.0,156216000.0
March 2022,,13735000.0,12878000.0,561415000.0,178387000.0
June 2022,,15024000.0,21107000.0,579537000.0,195799000.0
