,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,50350750.0,-15463500.0,,
June 2009,50350750.0,-15463500.0,,
September 2009,50350750.0,-15463500.0,,
December 2009,50350750.0,-15463500.0,,
March 2010,49445000.0,-31386000.0,,
June 2010,51446000.0,-19039000.0,,
September 2010,47569000.0,-20470000.0,,
December 2010,45632000.0,-24613000.0,412804000.0,235349000.0
March 2011,46723000.0,-21249000.0,,
June 2011,48965000.0,-15484000.0,396793000.0,225429000.0
September 2011,50200000.0,-11564000.0,391036000.0,222126000.0
December 2011,47071000.0,-16698000.0,488803000.0,319661000.0
March 2012,50961000.0,-19188000.0,495319000.0,327537000.0
June 2012,54960000.0,-12055000.0,499097000.0,331567000.0
September 2012,58650000.0,-13565000.0,498772000.0,329357000.0
December 2012,57692000.0,-12048000.0,550841000.0,379872000.0
March 2013,61078000.0,-11808000.0,563491000.0,396277000.0
June 2013,69011000.0,-48206000.0,505507000.0,325237000.0
September 2013,72343000.0,12794000.0,533870000.0,351386000.0
December 2013,69453000.0,4529000.0,515839000.0,331161000.0
March 2014,69318000.0,-3384000.0,542800000.0,355749000.0
June 2014,76417000.0,10609000.0,546474000.0,350102000.0
September 2014,81963000.0,8504000.0,609345000.0,396338000.0
December 2014,78810000.0,2421000.0,574065000.0,331540000.0
March 2015,82838000.0,-7070000.0,625456000.0,365097000.0
June 2015,94543000.0,3576000.0,662372000.0,397805000.0
September 2015,286533000.0,-8757000.0,3037834000.0,1340533000.0
December 2015,346789000.0,-10580000.0,2882038000.0,1194329000.0
March 2016,326969000.0,-16980000.0,2849091000.0,1189626000.0
June 2016,341909000.0,29441000.0,2965190000.0,1318885000.0
September 2016,350837000.0,125469000.0,3052303000.0,1330983000.0
December 2016,340697000.0,6411000.0,2909887000.0,1215981000.0
March 2017,335775000.0,3822000.0,3015890000.0,1329586000.0
June 2017,369456000.0,37910000.0,3130710000.0,1470461000.0
September 2017,370638000.0,39750000.0,3093045000.0,1455599000.0
December 2017,366419000.0,-42701000.0,3006124000.0,1395868000.0
March 2018,358908000.0,23220000.0,3109689000.0,1503115000.0
June 2018,391769000.0,56622000.0,3322852000.0,1726952000.0
September 2018,400993000.0,73328000.0,3193585000.0,1613974000.0
December 2018,402302000.0,52021000.0,2932309000.0,1373751000.0
March 2019,370084000.0,35708000.0,3199465000.0,1385754000.0
June 2019,401511000.0,66604000.0,3249971000.0,1433958000.0
September 2019,411510000.0,78130000.0,3297759000.0,1430077000.0
December 2019,401418000.0,41367000.0,3249490000.0,1306867000.0
March 2020,404466000.0,8767000.0,3561358000.0,1604881000.0
June 2020,388077000.0,78924000.0,3764678000.0,1801587000.0
September 2020,430893000.0,85932000.0,4014934000.0,2061742000.0
December 2020,455294000.0,139914000.0,4173671000.0,2223682000.0
March 2021,821598000.0,172580000.0,9379506000.0,3570668000.0
June 2021,902913000.0,497235000.0,10626094000.0,4915075000.0
September 2021,875012000.0,613145000.0,10809148000.0,4231234000.0
December 2021,864009000.0,442456000.0,10714343000.0,3968269000.0
March 2022,968568000.0,639640000.0,12051185000.0,5379933000.0
June 2022,1046279000.0,987209000.0,12085902000.0,5277316000.0
