,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,7899500.0,5826750.0,,
June 2019,7899500.0,5826750.0,,
September 2019,7899500.0,5826750.0,,
December 2019,7899500.0,5826750.0,,
March 2020,10331000.0,2440000.0,,
June 2020,10906000.0,4078000.0,,
September 2020,13087000.0,5805000.0,,
December 2020,12680000.0,8130000.0,511334000.0,141935000.0
March 2021,14179000.0,5644000.0,514394000.0,148681000.0
June 2021,15120000.0,-12568000.0,790102000.0,430016000.0
September 2021,16359000.0,7924000.0,805997000.0,424660000.0
December 2021,17040000.0,28308000.0,892194000.0,367824000.0
March 2022,21588000.0,4579000.0,965683000.0,370609000.0
June 2022,23222000.0,10290000.0,976017000.0,386514000.0
