,OperatingExpenses,NetIncomeLoss,AssetsCurrent
March 2011,21100.0,-21100.0,
June 2011,0.0,0.0,
September 2011,21600.5,-12990.5,
December 2011,21600.5,-12990.5,
March 2012,54615.0,-54615.0,
