,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2007,114500000.0,1218000000.0,556000000.0,,
March 2008,114500000.0,1218000000.0,556000000.0,,
June 2008,114500000.0,1321000000.0,612000000.0,,
September 2008,114500000.0,1300000000.0,688000000.0,21040000000.0,9331000000.0
December 2008,115000000.0,1193000000.0,458000000.0,,
March 2009,115000000.0,1119000000.0,373000000.0,,
June 2009,115000000.0,1089000000.0,387000000.0,20324000000.0,7718000000.0
September 2009,115000000.0,1131000000.0,506000000.0,19763000000.0,7653000000.0
December 2009,118250000.0,1161000000.0,425000000.0,21489000000.0,8063000000.0
March 2010,118250000.0,1230000000.0,405000000.0,21720000000.0,8508000000.0
June 2010,118250000.0,1168000000.0,585000000.0,22958000000.0,9958000000.0
September 2010,118250000.0,1258000000.0,749000000.0,22843000000.0,8363000000.0
December 2010,138750000.0,1311000000.0,480000000.0,22703000000.0,8305000000.0
March 2011,138750000.0,1315000000.0,556000000.0,23535000000.0,8798000000.0
June 2011,138750000.0,1363000000.0,683000000.0,24104000000.0,9283000000.0
September 2011,138750000.0,1339000000.0,761000000.0,23861000000.0,9345000000.0
December 2011,136750000.0,1354000000.0,371000000.0,23444000000.0,9075000000.0
March 2012,136750000.0,1359000000.0,545000000.0,24134000000.0,9544000000.0
June 2012,136750000.0,1338000000.0,770000000.0,24326000000.0,10003000000.0
September 2012,136750000.0,1385000000.0,282000000.0,23818000000.0,10126000000.0
December 2012,144000000.0,1394000000.0,454000000.0,23771000000.0,10086000000.0
March 2013,144000000.0,1426000000.0,561000000.0,23724000000.0,10189000000.0
June 2013,144000000.0,1396000000.0,194000000.0,23513000000.0,10506000000.0
September 2013,144000000.0,1432000000.0,795000000.0,24711000000.0,10999000000.0
December 2013,135250000.0,1444000000.0,462000000.0,24124000000.0,9999000000.0
March 2014,135250000.0,1394000000.0,547000000.0,24346000000.0,10203000000.0
June 2014,135250000.0,1424000000.0,728000000.0,25115000000.0,10813000000.0
September 2014,135250000.0,1453000000.0,410000000.0,24177000000.0,10867000000.0
December 2014,84000000.0,1405000000.0,525000000.0,23724000000.0,10483000000.0
March 2015,84000000.0,1318000000.0,973000000.0,22968000000.0,10344000000.0
June 2015,84000000.0,1276000000.0,564000000.0,23464000000.0,10644000000.0
September 2015,84000000.0,1185000000.0,648000000.0,22088000000.0,10049000000.0
December 2015,80000000.0,1226000000.0,349000000.0,21552000000.0,9694000000.0
March 2016,80000000.0,1218000000.0,369000000.0,21764000000.0,9913000000.0
June 2016,80000000.0,852000000.0,479000000.0,22082000000.0,10220000000.0
September 2016,80000000.0,168000000.0,438000000.0,21743000000.0,9960000000.0
December 2016,85000000.0,822000000.0,309000000.0,17471000000.0,8877000000.0
March 2017,85000000.0,868000000.0,292000000.0,17277000000.0,9446000000.0
June 2017,85000000.0,931000000.0,413000000.0,19402000000.0,8554000000.0
September 2017,85000000.0,997000000.0,504000000.0,19589000000.0,8252000000.0
December 2017,109000000.0,995000000.0,392000000.0,19858000000.0,8152000000.0
March 2018,109000000.0,1032000000.0,482000000.0,19785000000.0,7725000000.0
June 2018,109000000.0,1054000000.0,712000000.0,20487000000.0,8576000000.0
September 2018,109000000.0,1188000000.0,617000000.0,20390000000.0,6619000000.0
December 2018,113500000.0,1077000000.0,465000000.0,20429000000.0,6658000000.0
March 2019,113500000.0,1145000000.0,520000000.0,21071000000.0,7152000000.0
June 2019,113500000.0,1126000000.0,604000000.0,21317000000.0,7350000000.0
September 2019,113500000.0,1109000000.0,717000000.0,20497000000.0,7139000000.0
December 2019,109750000.0,1123000000.0,326000000.0,21101000000.0,7196000000.0
March 2020,109750000.0,983000000.0,517000000.0,21711000000.0,8032000000.0
June 2020,109750000.0,934000000.0,399000000.0,21730000000.0,7879000000.0
September 2020,109750000.0,946000000.0,723000000.0,22882000000.0,8806000000.0
December 2020,121250000.0,998000000.0,445000000.0,23678000000.0,7681000000.0
March 2021,121250000.0,1054000000.0,561000000.0,23800000000.0,7961000000.0
June 2021,121250000.0,1073000000.0,627000000.0,24484000000.0,8766000000.0
September 2021,121250000.0,1054000000.0,670000000.0,24715000000.0,8432000000.0
