,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,42329250.0,267651500.0,,
June 2007,42329250.0,267651500.0,,
September 2007,42329250.0,267651500.0,,
December 2007,42329250.0,267651500.0,,
March 2008,43534500.0,317592500.0,,
June 2008,43534500.0,317592500.0,,
September 2008,52026000.0,370600000.0,,
December 2008,53564000.0,387368000.0,16476513000.0,5570282000.0
March 2009,49021000.0,164802000.0,,
June 2009,46113000.0,41981000.0,,
September 2009,49300000.0,77374000.0,18685290000.0,6096248000.0
December 2009,50216000.0,-160157000.0,18866183000.0,6140606000.0
March 2010,48857000.0,-40009000.0,18957759000.0,6327705000.0
June 2010,53530000.0,-56000000.0,,
September 2010,54457000.0,144846000.0,19884443000.0,7184164000.0
December 2010,59156000.0,-114000000.0,19131654000.0,6492067000.0
March 2011,60000000.0,37000000.0,19821921000.0,6895867000.0
June 2011,62231000.0,51000000.0,20504628000.0,7365317000.0
September 2011,59000000.0,121000000.0,20667276000.0,7594548000.0
December 2011,64000000.0,-13000000.0,21185000000.0,7739000000.0
March 2012,62000000.0,123000000.0,21873000000.0,8053000000.0
June 2012,64000000.0,-849000000.0,21703000000.0,8501000000.0
September 2012,68000000.0,70000000.0,22781000000.0,9099000000.0
December 2012,63000000.0,-122000000.0,22795000000.0,9029000000.0
March 2013,67000000.0,22000000.0,,
June 2013,71000000.0,-118000000.0,22632000000.0,8948000000.0
September 2013,65000000.0,22000000.0,22937000000.0,9073000000.0
December 2013,62000000.0,-271000000.0,21977000000.0,8774000000.0
March 2014,69000000.0,-41000000.0,21830000000.0,8860000000.0
