,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,-24455000.0,,,
June 2010,-15883000.0,,,
September 2010,,,,
December 2010,,705010000.0,168141000.0,107298000.0
March 2011,-15171000.0,,,
June 2011,-7365000.0,608942000.0,105173000.0,88032000.0
September 2011,1765000.0,602535000.0,108450000.0,84419000.0
December 2011,,578810000.0,94536000.0,81294000.0
March 2012,-9775000.0,564898000.0,94612000.0,73955000.0
June 2012,20367000.0,589740000.0,85951000.0,110585000.0
September 2012,319000.0,588662000.0,97023000.0,101930000.0
