,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2012,,5165000.0,,
September 2012,,5165000.0,,
December 2012,,5165000.0,,
March 2013,,5165000.0,950765000.0,
June 2013,,16296000.0,,
September 2013,,17322000.0,,
December 2013,,-4877000.0,,
March 2014,,-14210000.0,982487000.0,428499000.0
June 2014,,9042000.0,1012329000.0,500728000.0
September 2014,,22390000.0,1018224000.0,514917000.0
December 2014,,-3325000.0,911635000.0,418164000.0
March 2015,,-13465000.0,1034685000.0,440971000.0
June 2015,,10710000.0,1117865000.0,514366000.0
September 2015,,12346000.0,1106635000.0,500859000.0
December 2015,,13131000.0,1000847000.0,402276000.0
March 2016,,-12119000.0,1037316000.0,439562000.0
June 2016,,18273000.0,1074628000.0,468513000.0
September 2016,,23734000.0,1054879000.0,454897000.0
December 2016,,9053000.0,987166000.0,394786000.0
March 2017,,-18110000.0,1046285000.0,440566000.0
June 2017,,17742000.0,1113329000.0,495849000.0
September 2017,,17863000.0,1110109000.0,512338000.0
December 2017,,32105000.0,1013234000.0,415356000.0
March 2018,,-5703000.0,1043242000.0,458453000.0
June 2018,46506750.0,32280000.0,1090906000.0,517760000.0
September 2018,46506750.0,28670000.0,1094235000.0,508960000.0
December 2018,46506750.0,15812000.0,1007040000.0,426388000.0
March 2019,46506750.0,1010000.0,1042159000.0,466513000.0
June 2019,67834500.0,-226356000.0,1068415000.0,480655000.0
September 2019,67834500.0,7589000.0,2295320000.0,564220000.0
December 2019,67834500.0,23288000.0,2249175000.0,525785000.0
March 2020,67834500.0,2305000.0,2369888000.0,666211000.0
June 2020,61776000.0,70466000.0,2415031000.0,729364000.0
September 2020,68599333.33333333,80236000.0,2373372000.0,700579000.0
December 2020,68599333.33333333,53774000.0,2342436000.0,663534000.0
March 2021,68599333.33333333,19754000.0,2413832000.0,742978000.0
June 2021,76221000.0,75987000.0,2474618000.0,795596000.0
September 2021,,75359000.0,2506624000.0,817573000.0
December 2021,,73678000.0,2555759000.0,807019000.0
March 2022,,46307000.0,2649758000.0,871898000.0
June 2022,,187146000.0,3225363000.0,1401340000.0
