,NetIncomeLoss,Assets
March 2009,19160500.0,
June 2009,19160500.0,
September 2009,19160500.0,
December 2009,19160500.0,20559212000.0
March 2010,24916000.0,
June 2010,36348000.0,19967321000.0
September 2010,46951000.0,20417246000.0
December 2010,56349000.0,20700537000.0
March 2011,56071000.0,21147026000.0
June 2011,60525000.0,21872708000.0
September 2011,62432000.0,21813046000.0
December 2011,66206000.0,21968667000.0
March 2012,68083000.0,21749782000.0
June 2012,70557000.0,21525734000.0
September 2012,71110000.0,21813165000.0
December 2012,71900000.0,22536110000.0
March 2013,72091000.0,23101955000.0
June 2013,74015000.0,23308406000.0
September 2013,73157000.0,24498835000.0
December 2013,75782000.0,24730068000.0
March 2014,76741000.0,27400604000.0
June 2014,83988000.0,27557105000.0
September 2014,88756000.0,28481130000.0
December 2014,92998000.0,28743592000.0
March 2015,100027000.0,29906835000.0
June 2015,98748000.0,30064072000.0
September 2015,94097000.0,31119676000.0
December 2015,91805000.0,32350922000.0
March 2016,107516000.0,33109169000.0
June 2016,103284000.0,32952212000.0
September 2016,110143000.0,33255275000.0
December 2016,110734000.0,34788840000.0
March 2017,169736000.0,35342126000.0
June 2017,118330000.0,35917617000.0
September 2017,132660000.0,36307966000.0
December 2017,84898000.0,37150249000.0
March 2018,187032000.0,37693158000.0
June 2018,172349000.0,38072954000.0
September 2018,171302000.0,39073106000.0
December 2018,173018000.0,41042356000.0
March 2019,164024000.0,42091433000.0
June 2019,150380000.0,42892358000.0
September 2019,171416000.0,43274659000.0
December 2019,188215000.0,44196096000.0
March 2020,144824000.0,45948545000.0
June 2020,99352000.0,49407593000.0
September 2020,159537000.0,50371477000.0
December 2020,164084000.0,52156913000.0
March 2021,204994000.0,56874146000.0
June 2021,224742000.0,59854876000.0
September 2021,225449000.0,60959110000.0
December 2021,217796000.0,60870701000.0
March 2022,237652000.0,62241456000.0
June 2022,258329000.0,62394283000.0
