,NetIncomeLoss,Assets,AssetsCurrent
March 2009,-253582.75,,
June 2009,-253582.75,,
September 2009,-253582.75,,
December 2009,-253582.75,,
March 2010,822087.0,,
June 2010,-497355.0,,
September 2010,-2190163.0,,
December 2010,-1098664.0,27844040.0,5877041.0
March 2011,283720.0,,
June 2011,-892989.0,26460160.0,5312013.0
September 2011,-1633055.0,25911576.0,4873945.0
December 2011,-1001667.0,25743174.0,4693956.0
March 2012,-114840.0,27261173.0,6418028.0
June 2012,207394.0,27124144.0,6435911.0
September 2012,-1952755.0,25419239.0,4960859.0
December 2012,-861939.0,26604038.0,6058722.0
March 2013,1590844.0,27940160.0,7831908.0
June 2013,-232908.0,25340206.0,5592735.0
September 2013,-1550883.0,23745593.0,4083054.0
December 2013,-630137.0,24568564.0,5215918.0
March 2014,1039195.0,27801896.0,7871674.0
June 2014,-519662.0,26120166.0,6293014.0
September 2014,-2203418.0,24739128.0,4560081.0
December 2014,-1081590.0,25494952.0,5432164.0
March 2015,2419317.0,28722401.0,8903569.0
June 2015,731289.0,27555163.0,7727099.0
September 2015,-2307894.0,25005262.0,4817802.0
December 2015,-1439611.0,25791701.0,5694366.0
March 2016,1974198.0,28896761.0,9023649.0
June 2016,-288387.0,26664715.0,6965776.0
September 2016,-1578086.0,25028904.0,5616335.0
December 2016,-1343159.0,25544422.0,6320511.0
March 2017,1815754.0,28161220.0,9369060.0
June 2017,-1269123.0,24361961.0,5994560.0
September 2017,-2401389.0,22683795.0,4706754.0
December 2017,-1129334.0,23935156.0,6403480.0
March 2018,2556075.0,26085374.0,8592937.0
June 2018,-839464.0,24166222.0,6843172.0
September 2018,-2451403.0,23729882.0,6748451.0
December 2018,-1910534.0,24687766.0,8121750.0
March 2019,2216349.0,27274629.0,10886648.0
June 2019,-1162792.0,24101475.0,8113772.0
September 2019,-2368650.0,22444622.0,6856152.0
December 2019,-2127943.0,19355178.0,4407427.0
March 2020,-82728.0,19061970.0,4567925.0
June 2020,-1466697.0,19295195.0,5343686.0
September 2020,-1493526.0,,
December 2020,-1493526.0,18805845.0,5625358.0
March 2021,-622268.0,20342348.0,7548022.0
