,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,2413000.0,828000.0,-1113000.0,
June 2011,2345000.0,878000.0,1067000.0,
September 2011,2587000.0,1042000.0,535000.0,
December 2011,4031000.0,861000.0,16045000.0,194216000.0
March 2012,2617000.0,1172000.0,294000.0,192200000.0
June 2012,1231000.0,898000.0,-239000.0,189071000.0
September 2012,2621000.0,1148000.0,-88000.0,187748000.0
December 2012,4178000.0,1538000.0,-477000.0,5533802000.0
March 2013,3111000.0,1533000.0,-148000.0,208360000.0
June 2013,24236000.0,1635000.0,3415000.0,142983000.0
September 2013,37794000.0,,1830000.0,6604233000.0
December 2013,33936000.0,,3748000.0,6872271000.0
March 2014,30092000.0,968250.0,1025000.0,6955516000.0
June 2014,15955000.0,968250.0,2039000.0,7378631000.0
September 2014,18191000.0,968250.0,4285000.0,7048522000.0
December 2014,51055000.0,968250.0,-9660000.0,8204854000.0
March 2015,94612000.0,3261000.0,-979000.0,8456807000.0
June 2015,102675000.0,3261000.0,14962000.0,3372143000.0
September 2015,121225000.0,3261000.0,-4553000.0,3498787000.0
December 2015,126143000.0,3261000.0,-3651000.0,2501228000.0
March 2016,127936000.0,3943000.0,5555000.0,2599909000.0
June 2016,110253000.0,3667000.0,6133000.0,2704253000.0
September 2016,108474000.0,3178000.0,5905000.0,2866745000.0
December 2016,166555000.0,3965000.0,7727000.0,2890050000.0
March 2017,146066000.0,3880000.0,1100000.0,2466964000.0
June 2017,167964000.0,3657000.0,-4443000.0,2541469000.0
September 2017,151414000.0,4015000.0,-3114000.0,2448754000.0
December 2017,151060000.0,3248000.0,10061000.0,1989742000.0
March 2018,155115000.0,3752000.0,23560000.0,1688806000.0
June 2018,151132000.0,3767000.0,826000.0,1729531000.0
September 2018,173806000.0,4154000.0,-618000.0,1796609000.0
December 2018,165569000.0,4545000.0,165000.0,1864918000.0
March 2019,178748000.0,4984000.0,3925000.0,1814840000.0
June 2019,175367000.0,5259000.0,11746000.0,1920366000.0
September 2019,190783000.0,3855000.0,-1457000.0,2056493000.0
December 2019,198691000.0,4465000.0,4147000.0,2198286000.0
March 2020,211422000.0,5338000.0,-60007000.0,2422672000.0
June 2020,194760000.0,5515000.0,3816000.0,2480501000.0
September 2020,210144000.0,5523000.0,12763000.0,2794866000.0
December 2020,232827000.0,5919000.0,14270000.0,2995760000.0
March 2021,255296000.0,8003000.0,28581000.0,3048613000.0
June 2021,288212000.0,10060000.0,7969000.0,3211557000.0
September 2021,283021000.0,9334000.0,2008000.0,3378352000.0
December 2021,308643000.0,9257000.0,-426000.0,3599147000.0
March 2022,325855000.0,4039000.0,-960000.0,3600198000.0
June 2022,335036000.0,8052000.0,-22408000.0,3732709000.0
