,OperatingExpenses,NetIncomeLoss,Assets
March 2010,,3285000.0,
June 2010,,-348000.0,
September 2010,,351000.0,
December 2010,,-6468781.0,621739000.0
March 2011,,819000.0,
June 2011,,904000.0,632687000.0
September 2011,,-1309000.0,638792000.0
December 2011,,-9489000.0,621809682.0
March 2012,,-1237000.0,617423000.0
June 2012,,1371000.0,603285000.0
September 2012,,1179000.0,584322000.0
December 2012,,883000.0,567132752.0
March 2013,,886000.0,564639000.0
June 2013,,1182000.0,555706000.0
September 2013,,,560002000.0
December 2013,,,569801000.0
March 2014,1900500.0,,575716000.0
June 2014,1900500.0,,570692000.0
September 2014,1900500.0,,562741000.0
December 2014,1900500.0,,572609000.0
March 2015,1892500.0,,564882000.0
June 2015,1892500.0,,560650000.0
September 2015,1892500.0,,548537000.0
December 2015,1892500.0,,575782000.0
March 2016,1990750.0,,575582000.0
June 2016,1990750.0,,601754000.0
September 2016,1990750.0,,600307000.0
December 2016,1990750.0,,606892000.0
March 2017,1843250.0,,619827000.0
June 2017,1843250.0,,616218000.0
September 2017,1843250.0,,614599000.0
December 2017,1843250.0,,625581000.0
March 2018,1391500.0,386500.0,627319000.0
June 2018,1391500.0,386500.0,634036000.0
September 2018,1454000.0,240000.0,802595000.0
December 2018,1728000.0,1477000.0,791939000.0
March 2019,1783000.0,1234000.0,795334000.0
June 2019,1609000.0,1005000.0,777171000.0
September 2019,1665000.0,1118000.0,771930000.0
December 2019,1442000.0,1209000.0,788738000.0
March 2020,1662000.0,847000.0,788565000.0
June 2020,1568000.0,404000.0,845747000.0
September 2020,1736000.0,411000.0,852941000.0
December 2020,1519000.0,1045000.0,890511000.0
March 2021,1621000.0,950000.0,926535000.0
June 2021,1548000.0,953000.0,946946000.0
September 2021,1490000.0,837000.0,956734000.0
December 2021,1445000.0,1711000.0,958302000.0
March 2022,1315000.0,1361000.0,968646000.0
June 2022,1275000.0,1415000.0,955385000.0
