,NetIncomeLoss,Assets,AssetsCurrent
March 2015,1821500.0,4045775000.0,623889000.0
June 2015,1821500.0,4246996000.0,796524000.0
September 2015,1821500.0,4028339000.0,636406000.0
December 2015,1821500.0,4164403000.0,651937000.0
March 2016,471000.0,4064655000.0,521138000.0
June 2016,20574000.0,4174388000.0,380527000.0
September 2016,-7946000.0,4166662000.0,330315000.0
December 2016,28417000.0,4247379000.0,358070000.0
March 2017,-752000.0,4409856000.0,336211000.0
June 2017,38939000.0,4693293000.0,510506000.0
September 2017,-24162000.0,4687302000.0,449776000.0
December 2017,209448000.0,4955462000.0,587586000.0
March 2018,9612000.0,5016832000.0,433193000.0
June 2018,-21150000.0,5348343000.0,565191000.0
September 2018,71131000.0,5477039000.0,600647000.0
December 2018,210974000.0,5534792000.0,629831000.0
March 2019,-29710000.0,6015468000.0,552532000.0
June 2019,86868000.0,5985342000.0,475300000.0
September 2019,59974000.0,5969234000.0,430089000.0
December 2019,-410245000.0,5385641000.0,632531000.0
March 2020,23353000.0,5405612000.0,697560000.0
June 2020,78912000.0,5816750000.0,1156207000.0
September 2020,74054000.0,5822644000.0,1169489000.0
December 2020,183967000.0,6029188000.0,1217721000.0
March 2021,89933000.0,5995417000.0,1106026000.0
June 2021,107110000.0,6139036000.0,1150202000.0
September 2021,119535000.0,6264943000.0,1155833000.0
December 2021,176739000.0,6443243000.0,1326022000.0
March 2022,81511000.0,6332805000.0,1132077000.0
June 2022,88258000.0,6299008000.0,993018000.0
