,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,4953500.0,464000.0,,
June 2009,,4953500.0,464000.0,,
September 2009,,4953500.0,464000.0,,
December 2009,,4953500.0,464000.0,,
March 2010,,5156000.0,3310000.0,,
June 2010,,4845000.0,6113000.0,,
September 2010,,5368000.0,5709000.0,,
December 2010,,5935000.0,6268000.0,132034000.0,76279000.0
March 2011,,6031000.0,9770000.0,,
June 2011,,6290000.0,10437000.0,156474000.0,101962000.0
September 2011,,5249000.0,11394000.0,162623000.0,101611000.0
December 2011,,6376000.0,6074000.0,167528000.0,103930000.0
March 2012,,6954000.0,10623000.0,181487000.0,117629000.0
June 2012,,6505000.0,11247000.0,186509000.0,121757000.0
September 2012,,6202000.0,8835000.0,196238000.0,130772000.0
December 2012,,6502000.0,6693000.0,175121000.0,102445000.0
March 2013,,6572000.0,9575000.0,184880000.0,111189000.0
June 2013,,6640000.0,11790000.0,194981000.0,115541000.0
September 2013,,6540000.0,8275000.0,205022000.0,122127000.0
December 2013,,7038000.0,8343000.0,213478000.0,129056000.0
March 2014,,7341000.0,11385000.0,224268000.0,139880000.0
June 2014,,7379000.0,12186000.0,239243000.0,153272000.0
September 2014,,7656000.0,9877000.0,244501000.0,159595000.0
December 2014,,7445000.0,10327000.0,222764000.0,135547000.0
March 2015,,7286000.0,10377000.0,230154000.0,143752000.0
June 2015,,7329000.0,9248000.0,237344000.0,151151000.0
September 2015,,7463000.0,8410000.0,240213000.0,154606000.0
December 2015,,8124000.0,5103000.0,241540000.0,157018000.0
March 2016,1083500.0,7655000.0,8208000.0,253383000.0,169459000.0
June 2016,1083500.0,8394000.0,6990000.0,256664000.0,173884000.0
September 2016,1083500.0,8297000.0,4989000.0,261502000.0,178525000.0
December 2016,1083500.0,12544000.0,3118000.0,444777000.0,141268000.0
March 2017,2656000.0,14700000.0,10211000.0,449794000.0,149845000.0
June 2017,2656000.0,15843000.0,7284000.0,469293000.0,165632000.0
September 2017,2656000.0,16854000.0,11295000.0,476588000.0,173097000.0
December 2017,2656000.0,18183000.0,2768000.0,459766000.0,146776000.0
March 2018,2500000.0,18315000.0,11911000.0,603809000.0,290764000.0
June 2018,3801000.0,25325000.0,6796000.0,992352000.0,191089000.0
September 2018,4149000.0,25440000.0,11599000.0,1008612000.0,196282000.0
December 2018,3672000.0,24787000.0,16424000.0,1042165000.0,196856000.0
March 2019,3900000.0,26156000.0,16404000.0,1047798000.0,200130000.0
June 2019,3878000.0,25309000.0,17265000.0,1059857000.0,208321000.0
September 2019,3857000.0,24066000.0,12791000.0,1020950000.0,196383000.0
December 2019,3528000.0,24134000.0,13809000.0,1021751000.0,192589000.0
March 2020,4107000.0,25664000.0,-17223000.0,993849000.0,204986000.0
June 2020,3882000.0,23600000.0,12908000.0,1001780000.0,215118000.0
September 2020,3832000.0,24042000.0,12982000.0,999165000.0,203990000.0
December 2020,3736000.0,33525000.0,5551000.0,1296979000.0,254019000.0
March 2021,4298000.0,30561000.0,22587000.0,1311548000.0,292599000.0
June 2021,4130000.0,32410000.0,30694000.0,1340392000.0,324425000.0
September 2021,4039000.0,32786000.0,27760000.0,1417992000.0,356748000.0
December 2021,4331000.0,34928000.0,23555000.0,1415346000.0,351634000.0
March 2022,,33776000.0,30478000.0,1434881000.0,388365000.0
June 2022,,32534000.0,30036000.0,1405664000.0,390278000.0
