,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,10139963.0,1934281.25,1029067.75,,,
June 2009,10139963.0,1934281.25,1029067.75,,,
September 2009,10139963.0,1934281.25,1029067.75,,,
December 2009,10139963.0,1934281.25,1029067.75,,,
March 2010,10182217.0,2398498.0,-443099.0,,,
June 2010,10748896.0,2550833.0,2332155.0,,,
September 2010,10646165.0,2242263.0,3175550.0,,,
December 2010,11041353.0,2563575.0,4304938.0,178459631.0,84212759.0,64373927.0
March 2011,12084324.0,3348093.0,4989495.0,,,
June 2011,13644460.0,3725817.0,3993649.0,204815013.0,70889237.0,97799622.0
September 2011,13697119.0,3613668.0,5857169.0,211340910.0,75426927.0,98085737.0
December 2011,13972240.0,3672250.0,5786051.0,221770365.0,93223408.0,88877524.0
March 2012,15726952.0,4352160.0,4522335.0,228738502.0,101255294.0,85988673.0
June 2012,20366768.0,4157088.0,3017626.0,239797163.0,117006716.0,77804017.0
September 2012,18847372.0,4066846.0,5183136.0,244899287.0,129160653.0,70850754.0
