,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,-3445602.0,,,
June 2010,-319923.0,,,
September 2010,6352179.0,,,
December 2010,5914168.0,107767910.0,43804315.0,
March 2011,11114864.0,,,
June 2011,3011478.0,113820239.0,72658358.0,
September 2011,6273473.0,150222676.0,73813170.0,
December 2011,5495168.0,151840878.0,74189833.0,
March 2012,5632769.0,176346345.0,92606662.0,
June 2012,10290022.0,183329700.0,,
September 2012,22725305.0,217737206.0,,
December 2012,18897736.0,243098978.0,134087355.0,
March 2013,16378772.0,269293629.0,160288756.0,
June 2013,14330940.0,294525654.0,170405796.0,
September 2013,18752774.0,327803921.0,183446633.0,
December 2013,24744043.0,367514931.0,188380902.0,
March 2014,20787919.0,407244776.0,224176505.0,
June 2014,23087038.0,446584760.0,251740950.0,
September 2014,24501862.0,480995704.0,238215188.0,
December 2014,23687791.0,532686889.0,281759362.0,
March 2015,23754841.0,572177851.0,302977427.0,
June 2015,9310202.0,605552581.0,319957441.0,
September 2015,21522100.0,625761682.0,342923905.0,
December 2015,11768387.0,639574193.0,350651723.0,
March 2016,8606684.0,656841664.0,350087487.0,
June 2016,18796292.0,683753292.0,367761579.0,
September 2016,21292477.0,715915167.0,380883194.0,
December 2016,66280561.0,765661147.0,315781150.0,
March 2017,8691433.0,793957149.0,336762783.0,
June 2017,382432.0,805832967.0,340541078.0,
September 2017,3450848.0,816337248.0,341340171.0,
December 2017,-25628858.0,774922322.0,228549723.0,
March 2018,5072719.0,808515650.0,245907830.0,
June 2018,897667.0,790257585.0,232786760.0,
September 2018,3465562.0,783373768.0,234791981.0,
December 2018,7887389.0,790602779.0,241984715.0,
March 2019,612674.0,799091144.0,242290749.0,
June 2019,6573421.0,794381420.0,226184214.0,
September 2019,8116546.0,791661712.0,226343622.0,
December 2019,-25644908.0,653403825.0,224661629.0,
March 2020,-32767179.0,,,
June 2020,-32767179.0,472720164.0,,
September 2020,-32715624.0,526775346.0,,
December 2020,-33811205.0,517821548.0,128071869.0,
March 2021,-8164496.0,,,
June 2021,-8164496.0,497989987.0,111963619.0,
September 2021,-56852409.0,450046872.0,110286912.0,
December 2021,,394739554.0,102396519.0,137444866.0
March 2022,,396037602.0,104859941.0,139260418.0
