,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,49873750.0,18436750.0,,,
June 2008,49873750.0,18436750.0,,,
September 2008,49873750.0,18436750.0,,,
December 2008,49873750.0,18436750.0,,,
March 2009,45009750.0,17938500.0,,,
June 2009,45009750.0,17938500.0,,,
September 2009,45009750.0,17938500.0,,,
December 2009,45009750.0,17938500.0,640167000.0,402375000.0,237792000.0
March 2010,43408000.0,13287000.0,,,
June 2010,39741000.0,13402000.0,,,
September 2010,40572.0,18670.0,,,
December 2010,82622428.0,23166330.0,660623.0,424216000.0,236407000.0
March 2011,47801000.0,10473000.0,710490000.0,480328000.0,230162000.0
June 2011,47283000.0,22217000.0,783785000.0,517663000.0,266122000.0
September 2011,43445000.0,25371000.0,783129.0,524494.0,258635.0
December 2011,50273000.0,16113000.0,746978000.0,478282000.0,268696000.0
March 2012,48135.0,15881.0,771115.0,489326.0,281789.0
June 2012,45709000.0,5323000.0,784952000.0,501695000.0,283257000.0
September 2012,43845000.0,28429000.0,805604000.0,510382000.0,295222000.0
December 2012,44945000.0,20382000.0,851630000.0,503544000.0,348086000.0
March 2013,45747000.0,17961000.0,847495000.0,500280000.0,347215000.0
June 2013,46168000.0,12315000.0,810638000.0,469394000.0,341244000.0
September 2013,50165000.0,17643000.0,838369000.0,467009000.0,371360000.0
December 2013,51343000.0,19469000.0,842342000.0,469551000.0,372791000.0
March 2014,50367000.0,20218000.0,831940000.0,449361000.0,382579000.0
June 2014,47802000.0,16862000.0,816637000.0,431281000.0,385356000.0
September 2014,49847000.0,13247000.0,861309000.0,439496000.0,421813000.0
December 2014,50537000.0,21966000.0,852475000.0,445483000.0,406992000.0
March 2015,50237000.0,18772000.0,864483000.0,455463000.0,409020000.0
June 2015,47376000.0,14696000.0,,,
September 2015,48418000.0,11195000.0,858215000.0,450389000.0,407826000.0
December 2015,48575000.0,17003000.0,843327000.0,415072000.0,428255000.0
March 2016,45500000.0,11225000.0,865893000.0,441325000.0,424568000.0
June 2016,44774000.0,11616000.0,822148000.0,397540000.0,424608000.0
September 2016,40628000.0,11451000.0,807287000.0,397462000.0,409825000.0
December 2016,44895000.0,-614000.0,846304000.0,433727000.0,412577000.0
March 2017,43220000.0,19245000.0,840151000.0,423941000.0,416210000.0
June 2017,43985000.0,14694000.0,930123000.0,449703000.0,480420000.0
September 2017,45167000.0,14769000.0,949518000.0,468208000.0,481310000.0
December 2017,49942000.0,-41452000.0,1078736000.0,542790000.0,535946000.0
March 2018,47045000.0,4591000.0,1034862000.0,517664000.0,517198000.0
June 2018,44245000.0,5518000.0,988530000.0,480515000.0,508015000.0
September 2018,43321000.0,5375000.0,1038606000.0,502972000.0,535634000.0
December 2018,47817000.0,20333000.0,1054508000.0,526477000.0,528031000.0
March 2019,49720000.0,19002000.0,1188642000.0,522651000.0,665991000.0
June 2019,50864000.0,11798000.0,1179341000.0,512482000.0,666859000.0
September 2019,48062000.0,18101000.0,1181866000.0,515610000.0,666256000.0
December 2019,53894000.0,28263000.0,1376788000.0,549825000.0,826963000.0
March 2020,49834000.0,21534000.0,1764768000.0,958108000.0,806660000.0
June 2020,47360000.0,31325000.0,1766989000.0,958852000.0,808137000.0
September 2020,49473000.0,21366000.0,1477020000.0,632374000.0,844646000.0
December 2020,57235000.0,44423000.0,1516408000.0,656802000.0,859606000.0
March 2021,52757000.0,50418000.0,1495653000.0,663858000.0,831795000.0
June 2021,61300000.0,47369000.0,2037628000.0,707061000.0,1330567000.0
September 2021,67426000.0,14435000.0,2044133000.0,733968000.0,1310165000.0
December 2021,58511000.0,28748000.0,1996804000.0,697987000.0,1298817000.0
March 2022,64839000.0,33404000.0,2051685000.0,752693000.0,1298992000.0
June 2022,66766000.0,25234000.0,2165193000.0,740833000.0,1424360000.0
